REPRESENTATIVE,PARTY,STATE,VOTE,session,roll_no,chamber,congress,bio_url
Northup,Republican,Kentucky,AYE,1,532,House,106,
Norwood,Republican,Georgia,AYE,1,532,House,106,
Nussle,Republican,Iowa,AYE,1,532,House,106,
Oberstar,Democratic,Minnesota,NO,1,532,House,106,
Obey,Democratic,Wisconsin,NO,1,532,House,106,
Olver,Democratic,Massachusetts,NO,1,532,House,106,
Ortiz,Democratic,Texas,NO,1,532,House,106,
Ose,Republican,California,AYE,1,532,House,106,
Owens,Democratic,New York,NO,1,532,House,106,
Oxley,Republican,Ohio,AYE,1,532,House,106,
Packard,Republican,California,AYE,1,532,House,106,
Pallone,Democratic,New Jersey,NO,1,532,House,106,
Pascrell,Democratic,New Jersey,NO,1,532,House,106,
Pastor,Democratic,Arizona,NO,1,532,House,106,
Paul,Republican,Texas,AYE,1,532,House,106,
Payne,Democratic,New Jersey,NO,1,532,House,106,
Pease,Republican,Indiana,AYE,1,532,House,106,
Pelosi,Democratic,California,NO,1,532,House,106,
Peterson (MN),Democratic,Minnesota,NO,1,532,House,106,
Peterson (PA),Republican,Pennsylvania,AYE,1,532,House,106,
Petri,Republican,Wisconsin,AYE,1,532,House,106,
Phelps,Democratic,Illinois,NO,1,532,House,106,
Pickering,Republican,Mississippi,AYE,1,532,House,106,
Pickett,Democratic,Virginia,NO,1,532,House,106,
Pitts,Republican,Pennsylvania,AYE,1,532,House,106,
Pombo,Republican,California,AYE,1,532,House,106,
Pomeroy,Democratic,North Dakota,NO,1,532,House,106,
Porter,Republican,Illinois,AYE,1,532,House,106,
Portman,Republican,Ohio,AYE,1,532,House,106,
Price (NC),Democratic,North Carolina,NO,1,532,House,106,
Pryce (OH),Republican,Ohio,AYE,1,532,House,106,
Quinn,Republican,New York,NO,1,532,House,106,
Radanovich,Republican,California,AYE,1,532,House,106,
Rahall,Democratic,West Virginia,NO,1,532,House,106,
Ramstad,Republican,Minnesota,AYE,1,532,House,106,
Rangel,Democratic,New York,NO,1,532,House,106,
Regula,Republican,Ohio,AYE,1,532,House,106,
Reyes,Democratic,Texas,NO,1,532,House,106,
Reynolds,Republican,New York,AYE,1,532,House,106,
Riley,Republican,Alabama,AYE,1,532,House,106,
Rivers,Democratic,Michigan,NO,1,532,House,106,
Rodriguez,Democratic,Texas,NO,1,532,House,106,
Roemer,Democratic,Indiana,NO,1,532,House,106,
Rogan,Republican,California,AYE,1,532,House,106,
Rogers,Republican,Kentucky,AYE,1,532,House,106,
Rohrabacher,Republican,California,AYE,1,532,House,106,
Ros-Lehtinen,Republican,Florida,AYE,1,532,House,106,
Rothman,Democratic,New Jersey,NO,1,532,House,106,
Roukema,Republican,New Jersey,AYE,1,532,House,106,
Roybal-Allard,Democratic,California,NO,1,532,House,106,
Royce,Republican,California,AYE,1,532,House,106,
Rush,Democratic,Illinois,NO,1,532,House,106,
Ryan (WI),Republican,Wisconsin,AYE,1,532,House,106,
Ryun (KS),Republican,Kansas,AYE,1,532,House,106,
Sabo,Democratic,Minnesota,NO,1,532,House,106,
Salmon,Republican,Arizona,AYE,1,532,House,106,
Sanchez,Democratic,California,NO,1,532,House,106,
Sanders,Independent,Vermont,NO,1,532,House,106,
Sandlin,Democratic,Texas,NO,1,532,House,106,
Sanford,Republican,South Carolina,AYE,1,532,House,106,
Sawyer,Democratic,Ohio,NO,1,532,House,106,
Saxton,Republican,New Jersey,AYE,1,532,House,106,
Scarborough,Republican,Florida,NOT VOTING,1,532,House,106,
Schaffer,Republican,Colorado,AYE,1,532,House,106,
Schakowsky,Democratic,Illinois,NO,1,532,House,106,
Scott,Democratic,Virginia,NO,1,532,House,106,
Sensenbrenner,Republican,Wisconsin,AYE,1,532,House,106,
Serrano,Democratic,New York,NO,1,532,House,106,
Sessions,Republican,Texas,AYE,1,532,House,106,
Shadegg,Republican,Arizona,AYE,1,532,House,106,
Shaw,Republican,Florida,AYE,1,532,House,106,
Shays,Republican,Connecticut,AYE,1,532,House,106,
Sherman,Democratic,California,NO,1,532,House,106,
Sherwood,Republican,Pennsylvania,AYE,1,532,House,106,
Shimkus,Republican,Illinois,AYE,1,532,House,106,
Shows,Democratic,Mississippi,AYE,1,532,House,106,
Shuster,Republican,Pennsylvania,NOT VOTING,1,532,House,106,
Simpson,Republican,Idaho,AYE,1,532,House,106,
Sisisky,Democratic,Virginia,NO,1,532,House,106,
Skeen,Republican,New Mexico,AYE,1,532,House,106,
Skelton,Democratic,Missouri,NO,1,532,House,106,
Slaughter,Democratic,New York,NO,1,532,House,106,
Smith (MI),Republican,Michigan,AYE,1,532,House,106,
Smith (NJ),Republican,New Jersey,AYE,1,532,House,106,
Smith (TX),Republican,Texas,AYE,1,532,House,106,
Smith (WA),Democratic,Washington,NO,1,532,House,106,
Snyder,Democratic,Arkansas,NO,1,532,House,106,
Souder,Republican,Indiana,AYE,1,532,House,106,
Spence,Republican,South Carolina,AYE,1,532,House,106,
Spratt,Democratic,South Carolina,NO,1,532,House,106,
Stabenow,Democratic,Michigan,NO,1,532,House,106,
Stark,Democratic,California,NO,1,532,House,106,
Stearns,Republican,Florida,AYE,1,532,House,106,
Stenholm,Democratic,Texas,NO,1,532,House,106,
Strickland,Democratic,Ohio,NO,1,532,House,106,
Stump,Republican,Arizona,AYE,1,532,House,106,
Stupak,Democratic,Michigan,NO,1,532,House,106,
Sununu,Republican,New Hampshire,AYE,1,532,House,106,
Sweeney,Republican,New York,NO,1,532,House,106,
Talent,Republican,Missouri,AYE,1,532,House,106,
Tancredo,Republican,Colorado,AYE,1,532,House,106,
Tanner,Democratic,Tennessee,NO,1,532,House,106,
Tauscher,Democratic,California,NO,1,532,House,106,
Tauzin,Republican,Louisiana,AYE,1,532,House,106,
Taylor (MS),Democratic,Mississippi,NO,1,532,House,106,
Taylor (NC),Republican,North Carolina,AYE,1,532,House,106,
Terry,Republican,Nebraska,AYE,1,532,House,106,
Thomas,Republican,California,AYE,1,532,House,106,
Thompson (CA),Democratic,California,NO,1,532,House,106,
Thompson (MS),Democratic,Mississippi,NO,1,532,House,106,
Thornberry,Republican,Texas,AYE,1,532,House,106,
Thune,Republican,South Dakota,AYE,1,532,House,106,
Thurman,Democratic,Florida,NO,1,532,House,106,
Tiahrt,Republican,Kansas,AYE,1,532,House,106,
Tierney,Democratic,Massachusetts,NO,1,532,House,106,
Toomey,Republican,Pennsylvania,AYE,1,532,House,106,
Towns,Democratic,New York,NO,1,532,House,106,
Traficant,Democratic,Ohio,NO,1,532,House,106,
Turner,Democratic,Texas,NO,1,532,House,106,
Udall (CO),Democratic,Colorado,NO,1,532,House,106,
Udall (NM),Democratic,New Mexico,NO,1,532,House,106,
Upton,Republican,Michigan,AYE,1,532,House,106,
Velazquez,Democratic,New York,NO,1,532,House,106,
Vento,Democratic,Minnesota,NO,1,532,House,106,
Visclosky,Democratic,Indiana,NO,1,532,House,106,
Vitter,Republican,Louisiana,AYE,1,532,House,106,
Walden,Republican,Oregon,AYE,1,532,House,106,
Walsh,Republican,New York,AYE,1,532,House,106,
Wamp,Republican,Tennessee,AYE,1,532,House,106,
Waters,Democratic,California,NO,1,532,House,106,
Watkins,Republican,Oklahoma,AYE,1,532,House,106,
Watt (NC),Democratic,North Carolina,NO,1,532,House,106,
Watts (OK),Republican,Oklahoma,AYE,1,532,House,106,
Waxman,Democratic,California,NO,1,532,House,106,
Weiner,Democratic,New York,NO,1,532,House,106,
Weldon (FL),Republican,Florida,AYE,1,532,House,106,
Weldon (PA),Republican,Pennsylvania,NOT VOTING,1,532,House,106,
Weller,Republican,Illinois,AYE,1,532,House,106,
Wexler,Democratic,Florida,NO,1,532,House,106,
Weygand,Democratic,Rhode Island,NO,1,532,House,106,
Whitfield,Republican,Kentucky,AYE,1,532,House,106,
Wicker,Republican,Mississippi,AYE,1,532,House,106,
Wilson,Republican,New Mexico,AYE,1,532,House,106,
Wise,Democratic,West Virginia,NO,1,532,House,106,
Wolf,Republican,Virginia,AYE,1,532,House,106,
Woolsey,Democratic,California,NO,1,532,House,106,
Wu,Democratic,Oregon,NO,1,532,House,106,
Wynn,Democratic,Maryland,NO,1,532,House,106,
Young (AK),Republican,Alaska,AYE,1,532,House,106,
Young (FL),Republican,Florida,NOT VOTING,1,532,House,106,
Abercrombie,Democratic,Hawaii,AYE,2,396,House,106,
Ackerman,Democratic,New York,AYE,2,396,House,106,
Aderholt,Republican,Alabama,NO,2,396,House,106,
Allen,Democratic,Maine,AYE,2,396,House,106,
Andrews,Democratic,New Jersey,AYE,2,396,House,106,
Archer,Republican,Texas,NO,2,396,House,106,
Armey,Republican,Texas,NO,2,396,House,106,
Baca,Democratic,California,AYE,2,396,House,106,
Bachus,Republican,Alabama,NO,2,396,House,106,
Baird,Democratic,Washington,AYE,2,396,House,106,
Baker,Republican,Louisiana,NO,2,396,House,106,
Baldacci,Democratic,Maine,AYE,2,396,House,106,
Baldwin,Democratic,Wisconsin,AYE,2,396,House,106,
Ballenger,Republican,North Carolina,NO,2,396,House,106,
Barcia,Democratic,Michigan,NO,2,396,House,106,
Barr,Republican,Georgia,NO,2,396,House,106,
Barrett (NE),Republican,Nebraska,NO,2,396,House,106,
Barrett (WI),Democratic,Wisconsin,AYE,2,396,House,106,
Bartlett,Republican,Maryland,NO,2,396,House,106,
Barton,Republican,Texas,NO,2,396,House,106,
Bass,Republican,New Hampshire,AYE,2,396,House,106,
Bateman,Republican,Virginia,NO,2,396,House,106,
Becerra,Democratic,California,AYE,2,396,House,106,
Bentsen,Democratic,Texas,AYE,2,396,House,106,
Bereuter,Republican,Nebraska,NO,2,396,House,106,
Berkley,Democratic,Nevada,AYE,2,396,House,106,
Berman,Democratic,California,AYE,2,396,House,106,
Berry,Democratic,Arkansas,NO,2,396,House,106,
Biggert,Republican,Illinois,AYE,2,396,House,106,
Bilbray,Republican,California,AYE,2,396,House,106,
Bilirakis,Republican,Florida,NO,2,396,House,106,
Bishop,Democratic,Georgia,AYE,2,396,House,106,
Blagojevich,Democratic,Illinois,AYE,2,396,House,106,
Bliley,Republican,Virginia,NO,2,396,House,106,
Blumenauer,Democratic,Oregon,AYE,2,396,House,106,
Blunt,Republican,Missouri,NO,2,396,House,106,
Boehlert,Republican,New York,AYE,2,396,House,106,
Boehner,Republican,Ohio,NO,2,396,House,106,
Bonilla,Republican,Texas,NO,2,396,House,106,
Bonior,Democratic,Michigan,AYE,2,396,House,106,
Bono,Republican,California,NO,2,396,House,106,
Borski,Democratic,Pennsylvania,NO,2,396,House,106,
Boswell,Democratic,Iowa,AYE,2,396,House,106,
Boucher,Democratic,Virginia,AYE,2,396,House,106,
Boyd,Democratic,Florida,AYE,2,396,House,106,
Brady (PA),Democratic,Pennsylvania,AYE,2,396,House,106,
Brady (TX),Republican,Texas,NO,2,396,House,106,
Brown (FL),Democratic,Florida,AYE,2,396,House,106,
Brown (OH),Democratic,Ohio,AYE,2,396,House,106,
Bryant,Republican,Tennessee,NO,2,396,House,106,
Burr,Republican,North Carolina,NO,2,396,House,106,
Burton,Republican,Indiana,NO,2,396,House,106,
Buyer,Republican,Indiana,NO,2,396,House,106,
Callahan,Republican,Alabama,NO,2,396,House,106,
Calvert,Republican,California,NO,2,396,House,106,
Camp,Republican,Michigan,NO,2,396,House,106,
Campbell,Republican,California,AYE,2,396,House,106,
Canady,Republican,Florida,NO,2,396,House,106,
Cannon,Republican,Utah,NO,2,396,House,106,
Capps,Democratic,California,AYE,2,396,House,106,
Capuano,Democratic,Massachusetts,AYE,2,396,House,106,
Cardin,Democratic,Maryland,AYE,2,396,House,106,
Carson,Democratic,Indiana,AYE,2,396,House,106,
Castle,Republican,Delaware,AYE,2,396,House,106,
Chabot,Republican,Ohio,NO,2,396,House,106,
Chambliss,Republican,Georgia,NO,2,396,House,106,
Chenoweth-Hage,Republican,Idaho,NOT VOTING,2,396,House,106,
Clay,Democratic,Missouri,NOT VOTING,2,396,House,106,
Clayton,Democratic,North Carolina,AYE,2,396,House,106,
Clement,Democratic,Tennessee,AYE,2,396,House,106,
Clyburn,Democratic,South Carolina,AYE,2,396,House,106,
Coble,Republican,North Carolina,NO,2,396,House,106,
Coburn,Republican,Oklahoma,NO,2,396,House,106,
Collins,Republican,Georgia,NO,2,396,House,106,
Combest,Republican,Texas,NO,2,396,House,106,
Condit,Democratic,California,AYE,2,396,House,106,
Conyers,Democratic,Michigan,AYE,2,396,House,106,
Cook,Republican,Utah,NO,2,396,House,106,
Cooksey,Republican,Louisiana,NO,2,396,House,106,
Costello,Democratic,Illinois,NO,2,396,House,106,
Cox,Republican,California,NO,2,396,House,106,
Coyne,Democratic,Pennsylvania,AYE,2,396,House,106,
Cramer,Democratic,Alabama,AYE,2,396,House,106,
Crane,Republican,Illinois,NO,2,396,House,106,
Crowley,Democratic,New York,AYE,2,396,House,106,
Cubin,Republican,Wyoming,NO,2,396,House,106,
Cummings,Democratic,Maryland,NOT VOTING,2,396,House,106,
Cunningham,Republican,California,NO,2,396,House,106,
Danner,Democratic,Missouri,NO,2,396,House,106,
Davis (FL),Democratic,Florida,AYE,2,396,House,106,
Davis (IL),Democratic,Illinois,AYE,2,396,House,106,
Davis (VA),Republican,Virginia,AYE,2,396,House,106,
Deal,Republican,Georgia,NO,2,396,House,106,
DeFazio,Democratic,Oregon,AYE,2,396,House,106,
DeGette,Democratic,Colorado,AYE,2,396,House,106,
Delahunt,Democratic,Massachusetts,AYE,2,396,House,106,
DeLauro,Democratic,Connecticut,AYE,2,396,House,106,
DeLay,Republican,Texas,NO,2,396,House,106,
DeMint,Republican,South Carolina,NO,2,396,House,106,
Deutsch,Democratic,Florida,AYE,2,396,House,106,
Diaz-Balart,Republican,Florida,NO,2,396,House,106,
Dickey,Republican,Arkansas,NO,2,396,House,106,
Dicks,Democratic,Washington,AYE,2,396,House,106,
Dingell,Democratic,Michigan,AYE,2,396,House,106,
Dixon,Democratic,California,AYE,2,396,House,106,
Doggett,Democratic,Texas,AYE,2,396,House,106,
Dooley,Democratic,California,AYE,2,396,House,106,
Doolittle,Republican,California,NO,2,396,House,106,
Doyle,Democratic,Pennsylvania,NO,2,396,House,106,
Dreier,Republican,California,NO,2,396,House,106,
Duncan,Republican,Tennessee,NO,2,396,House,106,
Dunn,Republican,Washington,NO,2,396,House,106,
Edwards,Democratic,Texas,AYE,2,396,House,106,
Ehlers,Republican,Michigan,NO,2,396,House,106,
Ehrlich,Republican,Maryland,AYE,2,396,House,106,
Emerson,Republican,Missouri,NO,2,396,House,106,
Engel,Democratic,New York,AYE,2,396,House,106,
English,Republican,Pennsylvania,NO,2,396,House,106,
Eshoo,Democratic,California,AYE,2,396,House,106,
Etheridge,Democratic,North Carolina,AYE,2,396,House,106,
Evans,Democratic,Illinois,AYE,2,396,House,106,
Everett,Republican,Alabama,NO,2,396,House,106,
Ewing,Republican,Illinois,NO,2,396,House,106,
Farr,Democratic,California,AYE,2,396,House,106,
Fattah,Democratic,Pennsylvania,AYE,2,396,House,106,
Filner,Democratic,California,AYE,2,396,House,106,
Fletcher,Republican,Kentucky,NO,2,396,House,106,
Foley,Republican,Florida,AYE,2,396,House,106,
Forbes,Democratic,New York,NOT VOTING,2,396,House,106,
Ford,Democratic,Tennessee,AYE,2,396,House,106,
Fossella,Republican,New York,NO,2,396,House,106,
Fowler,Republican,Florida,AYE,2,396,House,106,
Frank (MA),Democratic,Massachusetts,AYE,2,396,House,106,
Franks (NJ),Republican,New Jersey,AYE,2,396,House,106,
Frelinghuysen,Republican,New Jersey,AYE,2,396,House,106,
Frost,Democratic,Texas,AYE,2,396,House,106,
Gallegly,Republican,California,NO,2,396,House,106,
Ganske,Republican,Iowa,NO,2,396,House,106,
Gejdenson,Democratic,Connecticut,AYE,2,396,House,106,
Gekas,Republican,Pennsylvania,NO,2,396,House,106,
Gephardt,Democratic,Missouri,AYE,2,396,House,106,
Gibbons,Republican,Nevada,AYE,2,396,House,106,
Gilchrest,Republican,Maryland,AYE,2,396,House,106,
Gillmor,Republican,Ohio,NO,2,396,House,106,
Gilman,Republican,New York,AYE,2,396,House,106,
Gonzalez,Democratic,Texas,AYE,2,396,House,106,
Goode,Independent,Virginia,NO,2,396,House,106,
Goodlatte,Republican,Virginia,NO,2,396,House,106,
Goodling,Republican,Pennsylvania,NO,2,396,House,106,
Gordon,Democratic,Tennessee,AYE,2,396,House,106,
Goss,Republican,Florida,NO,2,396,House,106,
Graham,Republican,South Carolina,NO,2,396,House,106,
Granger,Republican,Texas,NO,2,396,House,106,
Green (TX),Democratic,Texas,AYE,2,396,House,106,
Green (WI),Republican,Wisconsin,NO,2,396,House,106,
Greenwood,Republican,Pennsylvania,AYE,2,396,House,106,
Gutierrez,Democratic,Illinois,AYE,2,396,House,106,
Gutknecht,Republican,Minnesota,NO,2,396,House,106,
Hall (OH),Democratic,Ohio,NO,2,396,House,106,
Hall (TX),Democratic,Texas,NO,2,396,House,106,
Hansen,Republican,Utah,NO,2,396,House,106,
Hastert,Republican,Illinois,NO,2,396,House,106,
Hastings (FL),Democratic,Florida,AYE,2,396,House,106,
Hastings (WA),Republican,Washington,NO,2,396,House,106,
Hayes,Republican,North Carolina,NO,2,396,House,106,
Hayworth,Republican,Arizona,NO,2,396,House,106,
Hefley,Republican,Colorado,NO,2,396,House,106,
Herger,Republican,California,NO,2,396,House,106,
Hill (IN),Democratic,Indiana,AYE,2,396,House,106,
Hill (MT),Republican,Montana,NO,2,396,House,106,
Hilleary,Republican,Tennessee,NO,2,396,House,106,
Hilliard,Democratic,Alabama,AYE,2,396,House,106,
Hinchey,Democratic,New York,AYE,2,396,House,106,
Hinojosa,Democratic,Texas,AYE,2,396,House,106,
Hobson,Republican,Ohio,NO,2,396,House,106,
Hoeffel,Democratic,Pennsylvania,AYE,2,396,House,106,
Hoekstra,Republican,Michigan,NO,2,396,House,106,
Holden,Democratic,Pennsylvania,NO,2,396,House,106,
Holt,Democratic,New Jersey,AYE,2,396,House,106,
Hooley,Democratic,Oregon,AYE,2,396,House,106,
Horn,Republican,California,AYE,2,396,House,106,
Hostettler,Republican,Indiana,NO,2,396,House,106,
Houghton,Republican,New York,AYE,2,396,House,106,
Hoyer,Democratic,Maryland,AYE,2,396,House,106,
Hulshof,Republican,Missouri,NO,2,396,House,106,
Hunter,Republican,California,NO,2,396,House,106,
Hutchinson,Republican,Arkansas,NO,2,396,House,106,
Hyde,Republican,Illinois,NO,2,396,House,106,
Inslee,Democratic,Washington,AYE,2,396,House,106,
Isakson,Republican,Georgia,AYE,2,396,House,106,
Istook,Republican,Oklahoma,NO,2,396,House,106,
Jackson (IL),Democratic,Illinois,AYE,2,396,House,106,
Jackson-Lee (TX),Democratic,Texas,AYE,2,396,House,106,
Jefferson,Democratic,Louisiana,AYE,2,396,House,106,
Jenkins,Republican,Tennessee,NO,2,396,House,106,
John,Democratic,Louisiana,NO,2,396,House,106,
Johnson (CT),Republican,Connecticut,AYE,2,396,House,106,
"Johnson, E. B.",Democratic,Texas,AYE,2,396,House,106,
"Johnson, Sam",Republican,Texas,NO,2,396,House,106,
Jones (NC),Republican,North Carolina,NO,2,396,House,106,
Jones (OH),Democratic,Ohio,AYE,2,396,House,106,
Kanjorski,Democratic,Pennsylvania,NO,2,396,House,106,
Kaptur,Democratic,Ohio,AYE,2,396,House,106,
Kasich,Republican,Ohio,NO,2,396,House,106,
Kelly,Republican,New York,AYE,2,396,House,106,
Kennedy,Democratic,Rhode Island,AYE,2,396,House,106,
Kildee,Democratic,Michigan,NO,2,396,House,106,
Kilpatrick,Democratic,Michigan,AYE,2,396,House,106,
Kind (WI),Democratic,Wisconsin,AYE,2,396,House,106,
King (NY),Republican,New York,NO,2,396,House,106,
Kingston,Republican,Georgia,NO,2,396,House,106,
Kleczka,Democratic,Wisconsin,AYE,2,396,House,106,
Klink,Democratic,Pennsylvania,NO,2,396,House,106,
Knollenberg,Republican,Michigan,NO,2,396,House,106,
Kolbe,Republican,Arizona,AYE,2,396,House,106,
Kucinich,Democratic,Ohio,NO,2,396,House,106,
Kuykendall,Republican,California,AYE,2,396,House,106,
LaFalce,Democratic,New York,NO,2,396,House,106,
LaHood,Republican,Illinois,NO,2,396,House,106,
Lampson,Democratic,Texas,AYE,2,396,House,106,
Lantos,Democratic,California,AYE,2,396,House,106,
Largent,Republican,Oklahoma,NO,2,396,House,106,
Larson,Democratic,Connecticut,AYE,2,396,House,106,
Latham,Republican,Iowa,NO,2,396,House,106,
LaTourette,Republican,Ohio,NO,2,396,House,106,
Lazio,Republican,New York,AYE,2,396,House,106,
Leach,Republican,Iowa,AYE,2,396,House,106,
Lee,Democratic,California,AYE,2,396,House,106,
Levin,Democratic,Michigan,AYE,2,396,House,106,
Lewis (CA),Republican,California,NO,2,396,House,106,
Lewis (GA),Democratic,Georgia,AYE,2,396,House,106,
Lewis (KY),Republican,Kentucky,NO,2,396,House,106,
Linder,Republican,Georgia,NO,2,396,House,106,
Lipinski,Democratic,Illinois,NO,2,396,House,106,
LoBiondo,Republican,New Jersey,NO,2,396,House,106,
Lofgren,Democratic,California,AYE,2,396,House,106,
Lowey,Democratic,New York,AYE,2,396,House,106,
Lucas (KY),Democratic,Kentucky,NO,2,396,House,106,
Lucas (OK),Republican,Oklahoma,NO,2,396,House,106,
Luther,Democratic,Minnesota,AYE,2,396,House,106,
Maloney (CT),Democratic,Connecticut,AYE,2,396,House,106,
Maloney (NY),Democratic,New York,AYE,2,396,House,106,
Manzullo,Republican,Illinois,NO,2,396,House,106,
Markey,Democratic,Massachusetts,AYE,2,396,House,106,
Martinez,Democratic,California,NO,2,396,House,106,
Mascara,Democratic,Pennsylvania,NO,2,396,House,106,
Matsui,Democratic,California,AYE,2,396,House,106,
McCarthy (MO),Democratic,Missouri,AYE,2,396,House,106,
McCarthy (NY),Democratic,New York,AYE,2,396,House,106,
McCollum,Republican,Florida,NO,2,396,House,106,
McCrery,Republican,Louisiana,NO,2,396,House,106,
McDermott,Democratic,Washington,AYE,2,396,House,106,
McGovern,Democratic,Massachusetts,AYE,2,396,House,106,
McHugh,Republican,New York,NO,2,396,House,106,
McInnis,Republican,Colorado,NO,2,396,House,106,
McIntosh,Republican,Indiana,NOT VOTING,2,396,House,106,
McIntyre,Democratic,North Carolina,NO,2,396,House,106,
McKeon,Republican,California,NO,2,396,House,106,
McKinney,Democratic,Georgia,AYE,2,396,House,106,
McNulty,Democratic,New York,NOT VOTING,2,396,House,106,
Meehan,Democratic,Massachusetts,AYE,2,396,House,106,
Meek (FL),Democratic,Florida,AYE,2,396,House,106,
Meeks (NY),Democratic,New York,AYE,2,396,House,106,
Menendez,Democratic,New Jersey,AYE,2,396,House,106,
Metcalf,Republican,Washington,NO,2,396,House,106,
Mica,Republican,Florida,NO,2,396,House,106,
Millender-McDonald,Democratic,California,AYE,2,396,House,106,
Miller (FL),Republican,Florida,NO,2,396,House,106,
"Miller, Gary",Republican,California,NO,2,396,House,106,
"Miller, George",Democratic,California,AYE,2,396,House,106,
Minge,Democratic,Minnesota,AYE,2,396,House,106,
Mink,Democratic,Hawaii,AYE,2,396,House,106,
Moakley,Democratic,Massachusetts,AYE,2,396,House,106,
Mollohan,Democratic,West Virginia,NO,2,396,House,106,
Moore,Democratic,Kansas,AYE,2,396,House,106,
Moran (KS),Republican,Kansas,NO,2,396,House,106,
Moran (VA),Democratic,Virginia,AYE,2,396,House,106,
Morella,Republican,Maryland,AYE,2,396,House,106,
Murtha,Democratic,Pennsylvania,NO,2,396,House,106,
Myrick,Republican,North Carolina,NO,2,396,House,106,
Nadler,Democratic,New York,AYE,2,396,House,106,
Napolitano,Democratic,California,AYE,2,396,House,106,
Neal,Democratic,Massachusetts,AYE,2,396,House,106,
Nethercutt,Republican,Washington,NO,2,396,House,106,
Ney,Republican,Ohio,NO,2,396,House,106,
Northup,Republican,Kentucky,NO,2,396,House,106,
Norwood,Republican,Georgia,NO,2,396,House,106,
Nussle,Republican,Iowa,NO,2,396,House,106,
Oberstar,Democratic,Minnesota,NO,2,396,House,106,
Obey,Democratic,Wisconsin,AYE,2,396,House,106,
Olver,Democratic,Massachusetts,AYE,2,396,House,106,
Ortiz,Democratic,Texas,NO,2,396,House,106,
Ose,Republican,California,AYE,2,396,House,106,
Owens,Democratic,New York,AYE,2,396,House,106,
Oxley,Republican,Ohio,NO,2,396,House,106,
Packard,Republican,California,NO,2,396,House,106,
Pallone,Democratic,New Jersey,AYE,2,396,House,106,
Pascrell,Democratic,New Jersey,AYE,2,396,House,106,
Pastor,Democratic,Arizona,AYE,2,396,House,106,
Paul,Republican,Texas,NO,2,396,House,106,
Payne,Democratic,New Jersey,AYE,2,396,House,106,
Pease,Republican,Indiana,NO,2,396,House,106,
Pelosi,Democratic,California,AYE,2,396,House,106,
Peterson (MN),Democratic,Minnesota,NO,2,396,House,106,
Peterson (PA),Republican,Pennsylvania,NO,2,396,House,106,
Petri,Republican,Wisconsin,NO,2,396,House,106,
Phelps,Democratic,Illinois,NO,2,396,House,106,
Pickering,Republican,Mississippi,NO,2,396,House,106,
Pickett,Democratic,Virginia,AYE,2,396,House,106,
Pitts,Republican,Pennsylvania,NO,2,396,House,106,
Pombo,Republican,California,NO,2,396,House,106,
Pomeroy,Democratic,North Dakota,AYE,2,396,House,106,
Porter,Republican,Illinois,AYE,2,396,House,106,
Portman,Republican,Ohio,NO,2,396,House,106,
Price (NC),Democratic,North Carolina,AYE,2,396,House,106,
Pryce (OH),Republican,Ohio,AYE,2,396,House,106,
Quinn,Republican,New York,NO,2,396,House,106,
Radanovich,Republican,California,NO,2,396,House,106,
Rahall,Democratic,West Virginia,NO,2,396,House,106,
Ramstad,Republican,Minnesota,AYE,2,396,House,106,
Rangel,Democratic,New York,AYE,2,396,House,106,
Regula,Republican,Ohio,NO,2,396,House,106,
Reyes,Democratic,Texas,AYE,2,396,House,106,
Reynolds,Republican,New York,NO,2,396,House,106,
Riley,Republican,Alabama,NO,2,396,House,106,
Rivers,Democratic,Michigan,AYE,2,396,House,106,
Rodriguez,Democratic,Texas,AYE,2,396,House,106,
Roemer,Democratic,Indiana,NO,2,396,House,106,
Rogan,Republican,California,NO,2,396,House,106,
Rogers,Republican,Kentucky,NO,2,396,House,106,
Rohrabacher,Republican,California,NO,2,396,House,106,
Ros-Lehtinen,Republican,Florida,NO,2,396,House,106,
Rothman,Democratic,New Jersey,AYE,2,396,House,106,
Roukema,Republican,New Jersey,AYE,2,396,House,106,
Roybal-Allard,Democratic,California,AYE,2,396,House,106,
Royce,Republican,California,NO,2,396,House,106,
Rush,Democratic,Illinois,AYE,2,396,House,106,
Ryan (WI),Republican,Wisconsin,NO,2,396,House,106,
Ryun (KS),Republican,Kansas,NO,2,396,House,106,
Sabo,Democratic,Minnesota,AYE,2,396,House,106,
Salmon,Republican,Arizona,NO,2,396,House,106,
Sanchez,Democratic,California,AYE,2,396,House,106,
Sanders,Independent,Vermont,AYE,2,396,House,106,
Sandlin,Democratic,Texas,AYE,2,396,House,106,
Sanford,Republican,South Carolina,NO,2,396,House,106,
Sawyer,Democratic,Ohio,AYE,2,396,House,106,
Saxton,Republican,New Jersey,NO,2,396,House,106,
Scarborough,Republican,Florida,NO,2,396,House,106,
Schaffer,Republican,Colorado,NO,2,396,House,106,
Schakowsky,Democratic,Illinois,AYE,2,396,House,106,
Scott,Democratic,Virginia,AYE,2,396,House,106,
Sensenbrenner,Republican,Wisconsin,NO,2,396,House,106,
Serrano,Democratic,New York,AYE,2,396,House,106,
Sessions,Republican,Texas,NO,2,396,House,106,
Shadegg,Republican,Arizona,NO,2,396,House,106,
Shaw,Republican,Florida,NO,2,396,House,106,
Shays,Republican,Connecticut,AYE,2,396,House,106,
Sherman,Democratic,California,AYE,2,396,House,106,
Sherwood,Republican,Pennsylvania,NO,2,396,House,106,
