Cosponsor,Date Cosponsored,bill,bill_name,congress,bio_url
"Rep. DeGette, Diana [D-CO-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/diana-degette/D000197
"Rep. Maloney, Carolyn B. [D-NY-12]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/carolyn-maloney/M000087
"Rep. Grijalva, Raul M. [D-AZ-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/raul-grijalva/G000551
"Rep. Ryan, Tim [D-OH-13]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/tim-ryan/R000577
"Rep. Gomez, Jimmy [D-CA-34]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jimmy-gomez/G000585
"Rep. McCollum, Betty [D-MN-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/betty-mccollum/M001143
"Rep. Pallone, Frank, Jr. [D-NJ-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/frank-pallone/P000034
"Rep. Boyle, Brendan F. [D-PA-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/brendan-boyle/B001296
"Rep. Raskin, Jamie [D-MD-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jamie-raskin/R000606
"Rep. Maloney, Sean Patrick [D-NY-18]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/sean-maloney/M001185
"Rep. Takano, Mark [D-CA-41]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mark-takano/T000472
"Rep. Price, David E. [D-NC-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/david-price/P000523
"Rep. Aguilar, Pete [D-CA-31]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/pete-aguilar/A000371
"Rep. Carbajal, Salud O. [D-CA-24]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/salud-carbajal/C001112
"Rep. Torres, Norma J. [D-CA-35]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/norma-torres/T000474
"Rep. Levin, Andy [D-MI-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/andy-levin/L000592
"Rep. Garamendi, John [D-CA-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/john-garamendi/G000559
"Rep. Kilmer, Derek [D-WA-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/derek-kilmer/K000381
"Rep. Yarmuth, John A. [D-KY-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/john-yarmuth/Y000062
"Rep. Swalwell, Eric [D-CA-15]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/eric-swalwell/S001193
"Rep. Kaptur, Marcy [D-OH-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/marcy-kaptur/K000009
"Rep. Dean, Madeleine [D-PA-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/madeleine-dean/D000631
"Rep. Castor, Kathy [D-FL-14]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/kathy-castor/C001066
"Rep. Soto, Darren [D-FL-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/darren-soto/S001200
"Rep. Doggett, Lloyd [D-TX-35]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lloyd-doggett/D000399
"Rep. Lawrence, Brenda L. [D-MI-14]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/brenda-lawrence/L000581
"Rep. Krishnamoorthi, Raja [D-IL-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/raja-krishnamoorthi/K000391
"Rep. Lujan, Ben Ray [D-NM-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ben-lujan/L000570
"Rep. McGovern, James P. [D-MA-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/james-mcgovern/M000312
"Rep. DelBene, Suzan K. [D-WA-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/suzan-delbene/D000617
"Rep. Cardenas, Tony [D-CA-29]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/tony-cardenas/C001097
"Rep. Schiff, Adam B. [D-CA-28]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/adam-schiff/S001150
"Rep. Tonko, Paul [D-NY-20]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/paul-tonko/T000469
"Rep. Sarbanes, John P. [D-MD-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/john-sarbanes/S001168
"Rep. Lowey, Nita M. [D-NY-17]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/nita-lowey/L000480
"Rep. Neguse, Joe [D-CO-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joe-neguse/N000191
"Rep. Craig, Angie [D-MN-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/angie-craig/C001119
"Rep. Hayes, Jahana [D-CT-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jahana-hayes/H001081
"Rep. Trahan, Lori [D-MA-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lori-trahan/T000482
"Rep. Crist, Charlie [D-FL-13]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/charlie-crist/C001111
"Rep. McBath, Lucy [D-GA-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lucy-mcbath/M001208
"Rep. Pascrell, Bill, Jr. [D-NJ-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/william-pascrell/P000096
"Rep. Deutch, Theodore E. [D-FL-22]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/theodore-deutch/D000610
"Del. Sablan, Gregorio Kilili Camacho [D-MP-At Large]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/gregorio-sablan/S001177
"Rep. Bera, Ami [D-CA-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ami-bera/B001287
"Rep. Eshoo, Anna G. [D-CA-18]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/anna-eshoo/E000215
"Rep. Davis, Susan A. [D-CA-53]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/susan-davis/D000598
"Rep. Kennedy, Joseph P., III [D-MA-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joseph-kennedy/K000379
"Rep. Courtney, Joe [D-CT-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joe-courtney/C001069
"Rep. Fudge, Marcia L. [D-OH-11]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/marcia-fudge/F000455
"Rep. Jayapal, Pramila [D-WA-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/pramila-jayapal/J000298
"Rep. Kildee, Daniel T. [D-MI-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/daniel-kildee/K000380
"Rep. Evans, Dwight [D-PA-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/dwight-evans/E000296
"Rep. Sanchez, Linda T. [D-CA-38]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/linda-sanchez/S001156
"Rep. Wild, Susan [D-PA-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/susan-wild/W000826
"Rep. Ocasio-Cortez, Alexandria [D-NY-14]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172
"Rep. Clarke, Yvette D. [D-NY-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/yvette-clarke/C001067
"Rep. Trone, David J. [D-MD-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/david-trone/T000483
"Rep. Lynch, Stephen F. [D-MA-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/stephen-lynch/L000562
"Rep. Pressley, Ayanna [D-MA-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ayanna-pressley/P000617
"Rep. Barragan, Nanette Diaz [D-CA-44]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/nanette-barragan/B001300
"Rep. Gallego, Ruben [D-AZ-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ruben-gallego/G000574
"Rep. Velazquez, Nydia M. [D-NY-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/nydia-velazquez/V000081
"Rep. Beyer, Donald S., Jr. [D-VA-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/donald-beyer/B001292
"Rep. Sewell, Terri A. [D-AL-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/terri-sewell/S001185
"Rep. Connolly, Gerald E. [D-VA-11]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/gerald-connolly/C001078
"Rep. Matsui, Doris O. [D-CA-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/doris-matsui/M001163
"Rep. Perlmutter, Ed [D-CO-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ed-perlmutter/P000593
"Rep. Lee, Barbara [D-CA-13]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/barbara-lee/L000551
"Rep. Panetta, Jimmy [D-CA-20]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jimmy-panetta/P000613
"Rep. Gonzalez, Vicente [D-TX-15]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/vicente-gonzalez/G000581
"Rep. Larsen, Rick [D-WA-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/rick-larsen/L000560
"Rep. Kind, Ron [D-WI-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ron-kind/K000188
"Rep. Chu, Judy [D-CA-27]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/judy-chu/C001080
"Rep. DeSaulnier, Mark [D-CA-11]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mark-desaulnier/D000623
"Rep. Norcross, Donald [D-NJ-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/donald-norcross/N000188
"Rep. Mucarsel-Powell, Debbie [D-FL-26]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/debbie-mucarsel-powell/M001207
"Rep. Morelle, Joseph D. [D-NY-25]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joseph-morelle/M001206
"Rep. Scanlon, Mary Gay [D-PA-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mary-scanlon/S001205
"Rep. Himes, James A. [D-CT-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/james-himes/H001047
"Rep. Horsford, Steven [D-NV-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/steven-horsford/H001066
"Rep. Meng, Grace [D-NY-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/grace-meng/M001188
"Rep. Rush, Bobby L. [D-IL-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/bobby-rush/R000515
"Rep. Schakowsky, Janice D. [D-IL-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/janice-schakowsky/S001145
"Rep. Cartwright, Matt [D-PA-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/matt-cartwright/C001090
"Rep. Doyle, Michael F. [D-PA-18]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mike-doyle/D000482
"Rep. Quigley, Mike [D-IL-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mike-quigley/Q000023
"Rep. Suozzi, Thomas R. [D-NY-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/thomas-suozzi/S001201
"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jesus-garcia/G000586
"Rep. Slotkin, Elissa [D-MI-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/elissa-slotkin/S001208
"Rep. Cleaver, Emanuel [D-MO-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/emanuel-cleaver/C001061
"Rep. Lofgren, Zoe [D-CA-19]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/zoe-lofgren/L000397
"Rep. Meeks, Gregory W. [D-NY-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/gregory-meeks/M001137
"Rep. Wexton, Jennifer [D-VA-10]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jennifer-wexton/W000825
"Rep. Stevens, Haley M. [D-MI-11]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/haley-stevens/S001215
"Rep. Jeffries, Hakeem S. [D-NY-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/hakeem-jeffries/J000294
"Rep. Underwood, Lauren [D-IL-14]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/lauren-underwood/U000040
"Rep. Clark, Katherine M. [D-MA-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/katherine-clark/C001101
"Rep. Rose, Max [D-NY-11]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/max-rose/R000613
"Rep. Malinowski, Tom [D-NJ-7]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/tom-malinowski/M001203
"Rep. Houlahan, Chrissy [D-PA-6]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/chrissy-houlahan/H001085
"Rep. Schrier, Kim [D-WA-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/kim-schrier/S001216
"Rep. Scott, David [D-GA-13]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/david-scott/S001157
"Rep. Lewis, John [D-GA-5]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/john-lewis/L000287
"Rep. Vargas, Juan [D-CA-51]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/juan-vargas/V000130
"Rep. Huffman, Jared [D-CA-2]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jared-huffman/H001068
"Rep. Keating, William R. [D-MA-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/william-keating/K000375
"Rep. Cox, TJ [D-CA-21]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/tj-cox/C001124
"Rep. Sires, Albio [D-NJ-8]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/albio-sires/S001165
"Rep. Garcia, Sylvia R. [D-TX-29]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/sylvia-garcia/G000587
"Rep. McEachin, A. Donald [D-VA-4]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/a-mceachin/M001200
"Rep. Lieu, Ted [D-CA-33]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/ted-lieu/L000582
"Rep. Kim, Andy [D-NJ-3]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/andy-kim/K000394
"Rep. Adams, Alma S. [D-NC-12]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/alma-adams/A000370
"Rep. Haaland, Debra A. [D-NM-1]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/debra-haaland/H001080
"Rep. Smith, Adam [D-WA-9]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/adam-smith/S000510
"Rep. Delgado, Antonio [D-NY-19]*",2/13/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/antonio-delgado/D000630
"Rep. Rouda, Harley [D-CA-48]",2/14/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/harley-rouda/R000616
"Rep. Finkenauer, Abby [D-IA-1]",2/14/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/abby-finkenauer/F000467
"Rep. Veasey, Marc A. [D-TX-33]",2/14/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/marc-veasey/V000131
"Rep. Casten, Sean [D-IL-6]",2/14/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/sean-casten/C001117
"Rep. Golden, Jared F. [D-ME-2]",2/26/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jared-golden/G000592
"Rep. Heck, Denny [D-WA-10]",2/26/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/denny-heck/H001064
"Rep. Porter, Katie [D-CA-45]",2/26/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/katie-porter/P000618
"Rep. Bass, Karen [D-CA-37]",2/27/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/karen-bass/B001270
"Rep. Blumenauer, Earl [D-OR-3]",3/4/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/earl-blumenauer/B000574
"Rep. Napolitano, Grace F. [D-CA-32]",3/4/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/grace-napolitano/N000179
"Rep. Johnson, Eddie Bernice [D-TX-30]",3/4/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/eddie-johnson/J000126
"Rep. Carson, Andre [D-IN-7]",3/5/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/andre-carson/C001072
"Rep. Visclosky, Peter J. [D-IN-1]",3/11/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/peter-visclosky/V000108
"Rep. Kelly, Robin L. [D-IL-2]",3/11/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/robin-kelly/K000385
"Rep. Thompson, Mike [D-CA-5]",3/14/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mike-thompson/T000460
"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]",3/18/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/henry-johnson/J000288
"Rep. Sherman, Brad [D-CA-30]",4/10/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/brad-sherman/S000344
"Rep. Tlaib, Rashida [D-MI-13]",4/18/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/rashida-tlaib/T000481
"Rep. Foster, Bill [D-IL-11]",4/18/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/bill-foster/F000454
"Rep. Demings, Val Butler [D-FL-10]",4/25/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/val-demings/D000627
"Rep. Schneider, Bradley Scott [D-IL-10]",4/25/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/bradley-schneider/S001190
"Rep. Butterfield, G. K. [D-NC-1]",5/7/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/g-k-butterfield/B001251
"Rep. Waters, Maxine [D-CA-43]",5/9/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/maxine-waters/W000187
"Rep. Green, Al [D-TX-9]",5/16/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/al-green/G000553
"Rep. Escobar, Veronica [D-TX-16]",5/23/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/veronica-escobar/E000299
"Rep. Lamb, Conor [D-PA-17]",6/11/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/conor-lamb/L000588
"Rep. Crow, Jason [D-CO-6]",7/2/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/jason-crow/C001121
"Rep. Brown, Anthony G. [D-MD-4]",7/9/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/anthony-brown/B001304
"Rep. Thompson, Bennie G. [D-MS-2]",7/22/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/bennie-thompson/T000193
"Rep. Sherrill, Mikie [D-NJ-11]",8/9/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mikie-sherrill/S001207
"Rep. Levin, Mike [D-CA-49]",8/30/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/mike-levin/L000593
"Rep. Castro, Joaquin [D-TX-20]",9/9/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/joaquin-castro/C001091
"Rep. Cisneros, Gilbert Ray, Jr. [D-CA-39]",9/12/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/gilbert-cisneros/C001123
"Rep. Pappas, Chris [D-NH-1]",9/25/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/chris-pappas/P000614
"Rep. Smith, Christopher H. [R-NJ-4]",10/4/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/christopher-smith/S000522
"Rep. Lipinski, Daniel [D-IL-3]",10/18/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/daniel-lipinski/L000563
"Rep. Peters, Scott H. [D-CA-52]",11/29/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/scott-peters/P000608
"Rep. Clay, Wm. Lacy [D-MO-1]",12/5/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/wm-clay/C001049
"Del. Plaskett, Stacey E. [D-VI-At Large]",12/10/2019,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/stacey-plaskett/P000610
"Rep. Phillips, Dean [D-MN-3]",1/7/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/dean-phillips/P000616
"Rep. Luria, Elaine G. [D-VA-2]",4/28/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/elaine-luria/L000591
"Rep. Spanberger, Abigail Davis [D-VA-7]",4/28/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/abigail-spanberger/S001209
"Rep. Vela, Filemon [D-TX-34]",8/11/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/filemon-vela/V000132
"Rep. Bustos, Cheri [D-IL-17]",8/14/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/cheri-bustos/B001286
"Rep. Correa, J. Luis [D-CA-46]",8/18/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/j-correa/C001110
"Rep. Stanton, Greg [D-AZ-9]",8/18/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/greg-stanton/S001211
"Rep. Brownley, Julia [D-CA-26]",8/25/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/julia-brownley/B001285
"Rep. Ruppersberger, C. A. Dutch [D-MD-2]",9/1/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/c-a-ruppersberger/R000576
"Rep. Gottheimer, Josh [D-NJ-5]",9/4/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/josh-gottheimer/G000583
"Rep. Titus, Dina [D-NV-1]",9/4/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/dina-titus/T000468
"Rep. Harder, Josh [D-CA-10]",9/11/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/josh-harder/H001090
"Rep. Clyburn, James E. [D-SC-6]",9/15/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/james-clyburn/C000537
"Rep. Ruiz, Raul [D-CA-36]",9/18/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/raul-ruiz/R000599
"Rep. Hoyer, Steny H. [D-MD-5]",9/18/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/steny-hoyer/H000874
"Rep. Cooper, Jim [D-TN-5]",11/9/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/james-cooper/C000754
"Rep. Hall, Kwanza [D-GA-5]",12/10/2020,H.R. 1185,FAMILY Act,116,https://www.congress.gov/member/kwanza-hall/H001092
