REPRESENTATIVE,PARTY,STATE,VOTE,session,roll_no,chamber,congress,bio_url
Graves (LA),Republican,Louisiana,YEA,1,699,House,115,https://clerk.house.gov/members/G000577
Graves (MO),Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/G000546
"Green, Al",Democratic,Texas,NAY,1,699,House,115,https://clerk.house.gov/members/G000553
"Green, Gene",Democratic,Texas,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000410
Griffith,Republican,Virginia,YEA,1,699,House,115,https://clerk.house.gov/members/G000568
Grijalva,Democratic,Arizona,NAY,1,699,House,115,https://clerk.house.gov/members/G000551
Grothman,Republican,Wisconsin,YEA,1,699,House,115,https://clerk.house.gov/members/G000576
Guthrie,Republican,Kentucky,YEA,1,699,House,115,https://clerk.house.gov/members/G000558
Gutiérrez,Democratic,Illinois,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000535
Hanabusa,Democratic,Hawaii,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001050
Handel,Republican,Georgia,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001078
Harper,Republican,Mississippi,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001045
Harris,Republican,Maryland,YEA,1,699,House,115,https://clerk.house.gov/members/H001052
Hartzler,Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/H001053
Hastings,Democratic,Florida,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000324
Heck,Democratic,Washington,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001064
Hensarling,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001036
Herrera Beutler,Republican,Washington,YEA,1,699,House,115,https://clerk.house.gov/members/H001056
"Hice, Jody B.",Republican,Georgia,YEA,1,699,House,115,https://clerk.house.gov/members/H001071
Higgins (LA),Republican,Louisiana,YEA,1,699,House,115,https://clerk.house.gov/members/H001077
Higgins (NY),Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/H001038
Hill,Republican,Arkansas,YEA,1,699,House,115,https://clerk.house.gov/members/H001072
Himes,Democratic,Connecticut,NAY,1,699,House,115,https://clerk.house.gov/members/H001047
Holding,Republican,North Carolina,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001065
Hollingsworth,Republican,Indiana,YEA,1,699,House,115,https://clerk.house.gov/members/H001074
Hoyer,Democratic,Maryland,NAY,1,699,House,115,https://clerk.house.gov/members/H000874
Hudson,Republican,North Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/H001067
Huffman,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/H001068
Huizenga,Republican,Michigan,YEA,1,699,House,115,https://clerk.house.gov/members/H001058
Hultgren,Republican,Illinois,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001059
Hunter,Republican,California,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001048
Hurd,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001073
Issa,Republican,California,NAY,1,699,House,115,https://clerk.house.gov/members/I000056
Jackson Lee,Democratic,Texas,NAY,1,699,House,115,https://clerk.house.gov/members/J000032
Jayapal,Democratic,Washington,NAY,1,699,House,115,https://clerk.house.gov/members/J000298
Jeffries,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/J000294
Jenkins (KS),Republican,Kansas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000290
Jenkins (WV),Republican,West Virginia,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000297
Johnson (GA),Democratic,Georgia,NAY,1,699,House,115,https://clerk.house.gov/members/J000288
Johnson (LA),Republican,Louisiana,YEA,1,699,House,115,https://clerk.house.gov/members/J000299
Johnson (OH),Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/J000292
"Johnson, E. B.",Democratic,Texas,NAY,1,699,House,115,https://clerk.house.gov/members/J000126
"Johnson, Sam",Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000174
Jones,Republican,North Carolina,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000255
Jordan,Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/J000289
Joyce (OH),Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/J000295
Kaptur,Democratic,Ohio,NAY,1,699,House,115,https://clerk.house.gov/members/K000009
Katko,Republican,New York,YEA,1,699,House,115,https://clerk.house.gov/members/K000386
Keating,Democratic,Massachusetts,NAY,1,699,House,115,https://clerk.house.gov/members/K000375
Kelly (IL),Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/K000385
Kelly (MS),Republican,Mississippi,YEA,1,699,House,115,https://clerk.house.gov/members/K000388
Kelly (PA),Republican,Pennsylvania,YEA,1,699,House,115,https://clerk.house.gov/members/K000376
Kennedy,Democratic,Massachusetts,NOT VOTING,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000379
Khanna,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/K000389
Kihuen,Democratic,Nevada,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000390
Kildee,Democratic,Michigan,NAY,1,699,House,115,https://clerk.house.gov/members/K000380
Kilmer,Democratic,Washington,NAY,1,699,House,115,https://clerk.house.gov/members/K000381
Kind,Democratic,Wisconsin,NAY,1,699,House,115,https://clerk.house.gov/members/K000188
King (IA),Republican,Iowa,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000362
King (NY),Republican,New York,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000210
Kinzinger,Republican,Illinois,YEA,1,699,House,115,https://clerk.house.gov/members/K000378
Knight,Republican,California,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000387
Krishnamoorthi,Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/K000391
Kuster (NH),Democratic,New Hampshire,NAY,1,699,House,115,https://clerk.house.gov/members/K000382
Kustoff (TN),Republican,Tennessee,YEA,1,699,House,115,https://clerk.house.gov/members/K000392
Labrador,Republican,Idaho,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000573
LaHood,Republican,Illinois,YEA,1,699,House,115,https://clerk.house.gov/members/L000585
LaMalfa,Republican,California,YEA,1,699,House,115,https://clerk.house.gov/members/L000578
Lamborn,Republican,Colorado,YEA,1,699,House,115,https://clerk.house.gov/members/L000564
Lance,Republican,New Jersey,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000567
Langevin,Democratic,Rhode Island,NAY,1,699,House,115,https://clerk.house.gov/members/L000559
Larsen (WA),Democratic,Washington,NAY,1,699,House,115,https://clerk.house.gov/members/L000560
Larson (CT),Democratic,Connecticut,NAY,1,699,House,115,https://clerk.house.gov/members/L000557
Latta,Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/L000566
Lawrence,Democratic,Michigan,NAY,1,699,House,115,https://clerk.house.gov/members/L000581
Lawson (FL),Democratic,Florida,NAY,1,699,House,115,https://clerk.house.gov/members/L000586
Lee,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/L000551
Levin,Democratic,Michigan,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000263
Lewis (GA),Democratic,Georgia,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000287
Lewis (MN),Republican,Minnesota,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000587
"Lieu, Ted",Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/L000582
Lipinski,Democratic,Illinois,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000563
LoBiondo,Republican,New Jersey,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000554
Loebsack,Democratic,Iowa,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000565
Lofgren,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/L000397
Long,Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/L000576
Loudermilk,Republican,Georgia,YEA,1,699,House,115,https://clerk.house.gov/members/L000583
Love,Republican,Utah,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000584
Lowenthal,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/L000579
Lowey,Democratic,New York,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000480
Lucas,Republican,Oklahoma,YEA,1,699,House,115,https://clerk.house.gov/members/L000491
Luetkemeyer,Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/L000569
"Lujan Grisham, M.",Democratic,New Mexico,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000580
"Luján, Ben Ray",Democratic,New Mexico,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000570
Lynch,Democratic,Massachusetts,NAY,1,699,House,115,https://clerk.house.gov/members/L000562
MacArthur,Republican,New Jersey,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001193
"Maloney, Carolyn B.",Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/M000087
"Maloney, Sean",Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/M001185
Marchant,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001158
Marino,Republican,Pennsylvania,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001179
Marshall,Republican,Kansas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001198
Massie,Republican,Kentucky,YEA,1,699,House,115,https://clerk.house.gov/members/M001184
Mast,Republican,Florida,YEA,1,699,House,115,https://clerk.house.gov/members/M001199
Matsui,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/M001163
McCarthy,Republican,California,YEA,1,699,House,115,https://clerk.house.gov/members/M001165
McCaul,Republican,Texas,YEA,1,699,House,115,https://clerk.house.gov/members/M001157
McClintock,Republican,California,YEA,1,699,House,115,https://clerk.house.gov/members/M001177
McCollum,Democratic,Minnesota,NAY,1,699,House,115,https://clerk.house.gov/members/M001143
McEachin,Democratic,Virginia,NAY,1,699,House,115,https://clerk.house.gov/members/M001200
McGovern,Democratic,Massachusetts,NAY,1,699,House,115,https://clerk.house.gov/members/M000312
McHenry,Republican,North Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/M001156
McKinley,Republican,West Virginia,YEA,1,699,House,115,https://clerk.house.gov/members/M001180
McMorris Rodgers,Republican,Washington,YEA,1,699,House,115,https://clerk.house.gov/members/M001159
McNerney,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/M001166
McSally,Republican,Arizona,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001197
Meadows,Republican,North Carolina,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001187
Meehan,Republican,Pennsylvania,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001181
Meeks,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/M001137
Meng,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/M001188
Messer,Republican,Indiana,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001189
Mitchell,Republican,Michigan,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001201
Moolenaar,Republican,Michigan,YEA,1,699,House,115,https://clerk.house.gov/members/M001194
Mooney (WV),Republican,West Virginia,YEA,1,699,House,115,https://clerk.house.gov/members/M001195
Moore,Democratic,Wisconsin,NAY,1,699,House,115,https://clerk.house.gov/members/M001160
Moulton,Democratic,Massachusetts,NAY,1,699,House,115,https://clerk.house.gov/members/M001196
Mullin,Republican,Oklahoma,YEA,1,699,House,115,https://clerk.house.gov/members/M001190
Murphy (FL),Democratic,Florida,NAY,1,699,House,115,https://clerk.house.gov/members/M001202
Nadler,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/N000002
Napolitano,Democratic,California,NOT VOTING,1,699,House,115,https://clerk.house.gov/members/N000179
Neal,Democratic,Massachusetts,NAY,1,699,House,115,https://clerk.house.gov/members/N000015
Newhouse,Republican,Washington,YEA,1,699,House,115,https://clerk.house.gov/members/N000189
Noem,Republican,South Dakota,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000184
Nolan,Democratic,Minnesota,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000127
Norcross,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/N000188
Norman,Republican,South Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/N000190
Nunes,Republican,California,YEA,1,699,House,115,https://clerk.house.gov/members/N000181
O'Halleran,Democratic,Arizona,NAY,1,699,House,115,https://clerk.house.gov/members/O000171
O'Rourke,Democratic,Texas,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000170
Olson,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000168
Palazzo,Republican,Mississippi,YEA,1,699,House,115,https://clerk.house.gov/members/P000601
Pallone,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/P000034
Palmer,Republican,Alabama,YEA,1,699,House,115,https://clerk.house.gov/members/P000609
Panetta,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/P000613
Pascrell,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/P000096
Paulsen,Republican,Minnesota,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000594
Payne,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/P000604
Pearce,Republican,New Mexico,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000588
Pelosi,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/P000197
Perlmutter,Democratic,Colorado,NAY,1,699,House,115,https://clerk.house.gov/members/P000593
Perry,Republican,Pennsylvania,YEA,1,699,House,115,https://clerk.house.gov/members/P000605
Peters,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/P000608
Peterson,Democratic,Minnesota,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000258
Pingree,Democratic,Maine,NAY,1,699,House,115,https://clerk.house.gov/members/P000597
Pittenger,Republican,North Carolina,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000606
Pocan,Democratic,Wisconsin,NOT VOTING,1,699,House,115,https://clerk.house.gov/members/P000607
Poe (TX),Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000592
Poliquin,Republican,Maine,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000611
Polis,Democratic,Colorado,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000598
Posey,Republican,Florida,YEA,1,699,House,115,https://clerk.house.gov/members/P000599
Price (NC),Democratic,North Carolina,NAY,1,699,House,115,https://clerk.house.gov/members/P000523
Quigley,Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/Q000023
Raskin,Democratic,Maryland,NAY,1,699,House,115,https://clerk.house.gov/members/R000606
Ratcliffe,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000601
Reed,Republican,New York,YEA,1,699,House,115,https://clerk.house.gov/members/R000585
Reichert,Republican,Washington,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000578
Renacci,Republican,Ohio,NOT VOTING,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000586
Rice (NY),Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/R000602
Rice (SC),Republican,South Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/R000597
Richmond,Democratic,Louisiana,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000588
Roby,Republican,Alabama,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000591
Roe (TN),Republican,Tennessee,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000582
Rogers (AL),Republican,Alabama,YEA,1,699,House,115,https://clerk.house.gov/members/R000575
Rogers (KY),Republican,Kentucky,YEA,1,699,House,115,https://clerk.house.gov/members/R000395
Rohrabacher,Republican,California,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000409
Rokita,Republican,Indiana,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000592
"Rooney, Francis",Republican,Florida,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000607
"Rooney, Thomas J.",Republican,Florida,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000583
Ros-Lehtinen,Republican,Florida,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000435
Rosen,Democratic,Nevada,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000608
Roskam,Republican,Illinois,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000580
Ross,Republican,Florida,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000593
Rothfus,Republican,Pennsylvania,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000598
Rouzer,Republican,North Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/R000603
Roybal-Allard,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/R000486
Royce (CA),Republican,California,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000487
Ruiz,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/R000599
Ruppersberger,Democratic,Maryland,NAY,1,699,House,115,https://clerk.house.gov/members/R000576
Rush,Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/R000515
Russell,Republican,Oklahoma,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000604
Rutherford,Republican,Florida,YEA,1,699,House,115,https://clerk.house.gov/members/R000609
Ryan (OH),Democratic,Ohio,NAY,1,699,House,115,https://clerk.house.gov/members/R000577
Ryan (WI),Republican,Wisconsin,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000570
Sánchez,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/S001156
Sanford,Republican,South Carolina,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000051
Sarbanes,Democratic,Maryland,NAY,1,699,House,115,https://clerk.house.gov/members/S001168
Scalise,Republican,Louisiana,YEA,1,699,House,115,https://clerk.house.gov/members/S001176
Schakowsky,Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/S001145
Schiff,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/S001150
Schneider,Democratic,Illinois,NAY,1,699,House,115,https://clerk.house.gov/members/S001190
Schrader,Democratic,Oregon,NAY,1,699,House,115,https://clerk.house.gov/members/S001180
Schweikert,Republican,Arizona,YEA,1,699,House,115,https://clerk.house.gov/members/S001183
Scott (VA),Democratic,Virginia,NAY,1,699,House,115,https://clerk.house.gov/members/S000185
"Scott, Austin",Republican,Georgia,YEA,1,699,House,115,https://clerk.house.gov/members/S001189
"Scott, David",Democratic,Georgia,NAY,1,699,House,115,https://clerk.house.gov/members/S001157
Sensenbrenner,Republican,Wisconsin,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244
Serrano,Democratic,New York,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000248
Sessions,Republican,Texas,YEA,1,699,House,115,https://clerk.house.gov/members/S000250
Sewell (AL),Democratic,Alabama,NAY,1,699,House,115,https://clerk.house.gov/members/S001185
Shea-Porter,Democratic,New Hampshire,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001170
Sherman,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/S000344
Shimkus,Republican,Illinois,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000364
Shuster,Republican,Pennsylvania,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001154
Simpson,Republican,Idaho,YEA,1,699,House,115,https://clerk.house.gov/members/S001148
Sinema,Democratic,Arizona,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001191
Sires,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/S001165
Slaughter,Democratic,New York,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480
Smith (MO),Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/S001195
Smith (NE),Republican,Nebraska,YEA,1,699,House,115,https://clerk.house.gov/members/S001172
Smith (NJ),Republican,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/S000522
Smith (TX),Republican,Texas,NOT VOTING,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583
Smith (WA),Democratic,Washington,NAY,1,699,House,115,https://clerk.house.gov/members/S000510
Smucker,Republican,Pennsylvania,YEA,1,699,House,115,https://clerk.house.gov/members/S001199
Soto,Democratic,Florida,NAY,1,699,House,115,https://clerk.house.gov/members/S001200
Speier,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/S001175
Stefanik,Republican,New York,NAY,1,699,House,115,https://clerk.house.gov/members/S001196
Stewart,Republican,Utah,YEA,1,699,House,115,https://clerk.house.gov/members/S001192
Stivers,Republican,Ohio,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001187
Suozzi,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/S001201
Swalwell (CA),Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/S001193
Takano,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/T000472
Taylor,Republican,Virginia,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000477
Tenney,Republican,New York,YEA,1,699,House,115,https://clerk.house.gov/members/T000478
Thompson (CA),Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/T000460
Thompson (MS),Democratic,Mississippi,NOT VOTING,1,699,House,115,https://clerk.house.gov/members/T000193
Thompson (PA),Republican,Pennsylvania,YEA,1,699,House,115,https://clerk.house.gov/members/T000467
Thornberry,Republican,Texas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000238
Tiberi,Republican,Ohio,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000462
Tipton,Republican,Colorado,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000470
Titus,Democratic,Nevada,NAY,1,699,House,115,https://clerk.house.gov/members/T000468
Tonko,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/T000469
Torres,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/T000474
Trott,Republican,Michigan,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000475
Tsongas,Democratic,Massachusetts,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000465
Turner,Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/T000463
Upton,Republican,Michigan,YEA,1,699,House,115,https://clerk.house.gov/members/U000031
Valadao,Republican,California,YEA,1,699,House,115,https://clerk.house.gov/members/V000129
Vargas,Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/V000130
Veasey,Democratic,Texas,NAY,1,699,House,115,https://clerk.house.gov/members/V000131
Vela,Democratic,Texas,NAY,1,699,House,115,https://clerk.house.gov/members/V000132
Velázquez,Democratic,New York,NAY,1,699,House,115,https://clerk.house.gov/members/V000081
Visclosky,Democratic,Indiana,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108
Wagner,Republican,Missouri,YEA,1,699,House,115,https://clerk.house.gov/members/W000812
Walberg,Republican,Michigan,YEA,1,699,House,115,https://clerk.house.gov/members/W000798
Walden,Republican,Oregon,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000791
Walker,Republican,North Carolina,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000819
Walorski,Republican,Indiana,YEA,1,699,House,115,https://clerk.house.gov/members/W000813
"Walters, Mimi",Republican,California,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000820
Walz,Democratic,Minnesota,NAY,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000799
Wasserman Schultz,Democratic,Florida,NAY,1,699,House,115,https://clerk.house.gov/members/W000797
"Waters, Maxine",Democratic,California,NAY,1,699,House,115,https://clerk.house.gov/members/W000187
Watson Coleman,Democratic,New Jersey,NAY,1,699,House,115,https://clerk.house.gov/members/W000822
Weber (TX),Republican,Texas,YEA,1,699,House,115,https://clerk.house.gov/members/W000814
Webster (FL),Republican,Florida,YEA,1,699,House,115,https://clerk.house.gov/members/W000806
Welch,Democratic,Vermont,NAY,1,699,House,115,https://clerk.house.gov/members/W000800
Wenstrup,Republican,Ohio,YEA,1,699,House,115,https://clerk.house.gov/members/W000815
Westerman,Republican,Arkansas,YEA,1,699,House,115,https://clerk.house.gov/members/W000821
Williams,Republican,Texas,YEA,1,699,House,115,https://clerk.house.gov/members/W000816
Wilson (FL),Democratic,Florida,NAY,1,699,House,115,https://clerk.house.gov/members/W000808
Wilson (SC),Republican,South Carolina,YEA,1,699,House,115,https://clerk.house.gov/members/W000795
Wittman,Republican,Virginia,YEA,1,699,House,115,https://clerk.house.gov/members/W000804
Womack,Republican,Arkansas,YEA,1,699,House,115,https://clerk.house.gov/members/W000809
Woodall,Republican,Georgia,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000810
Yarmuth,Democratic,Kentucky,NAY,1,699,House,115,https://clerk.house.gov/members/Y000062
Yoder,Republican,Kansas,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000063
Yoho,Republican,Florida,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000065
Young (AK),Republican,Alaska,YEA,1,699,House,115,https://clerk.house.gov/members/Y000033
Young (IA),Republican,Iowa,YEA,1,699,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000066
Zeldin,Republican,New York,NAY,1,699,House,115,https://clerk.house.gov/members/Z000017
Abraham,Republican,Louisiana,AYE,1,99,House,115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000374
Adams,Democratic,North Carolina,NO,1,99,House,115,https://clerk.house.gov/members/A000370
Aderholt,Republican,Alabama,AYE,1,99,House,115,https://clerk.house.gov/members/A000055
Aguilar,Democratic,California,NO,1,99,House,115,https://clerk.house.gov/members/A000371
