congress,chamber,state,district,party,id,last_name,first_name,middle_name,nick_name,icpsr,born,died,nominate_dim1,nominate_dim2,female,ngirls,nboys,nchildren,high_confidence,aauw_voting,aauw_all,aauw_women_voting,aauw_women_all,anygirls
108,House,FL,22,R,S000303,Shaw,Eugene,Clay,NA,14860,1939,2013,0.3,-0.142,0,2,2,4,1,50,50,100,100,1
108,House,CT,4,R,S001144,Shays,Christopher,H.,NA,15449,1945,NA,0.129,-0.992,0,1,0,1,0,29,25,67,67,0
108,NA,NA,NA,NA,S000320,Shelby,Richard,C.,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
108,House,CA,27,D,S000344,Sherman,Brad,NA,NA,29707,1954,NA,-0.342,-0.147,0,3,0,3,0,88,88,67,67,1
108,House,PA,10,R,S001146,Sherwood,Don,NA,NA,29933,1941,NA,0.329,-0.005,0,3,0,3,0,25,25,33,33,1
108,House,IL,19,R,S000364,Shimkus,John,M.,NA,29718,1958,NA,0.375,0.154,0,0,3,3,0,25,25,33,33,0
108,House,PA,9,R,S001154,Shuster,William,NA,Bill,20134,1961,NA,0.374,0.323,0,0,2,2,0,12,12,33,33,0
108,House,CT,2,R,S001152,Simmons,Robert,NA,Rob,20109,1943,NA,0.171,-0.566,0,1,1,2,0,50,50,67,67,0
108,House,MO,4,D,S000465,Skelton,Isaac,Newton,Ike,14451,1931,2013,-0.172,0.724,0,1,2,3,1,75,75,33,33,0
108,House,NY,28,D,S000480,Slaughter,Louise,McIntosh,NA,15444,1929,2018,-0.465,-0.104,1,3,0,3,1,88,88,67,67,1
108,House,MI,7,R,S000597,Smith,Nick,H.,NA,29364,1934,NA,0.505,-0.229,0,3,1,4,0,25,25,33,33,1
108,House,NJ,4,R,S000522,Smith,Christopher,Henry,NA,14863,1953,NA,0.165,-0.168,0,2,2,4,0,25,25,33,33,1
108,House,TX,21,R,S000583,Smith,Lamar,Seeligson,NA,15445,1947,NA,0.425,0.061,0,1,1,2,0,12,12,33,33,0
108,House,WA,9,D,S000510,Smith,Adam,NA,NA,29768,1965,NA,-0.285,-0.162,0,1,1,2,0,86,75,67,67,0
108,House,IN,3,R,S001143,Souder,Mark,Edward,NA,29519,1950,NA,0.435,-0.011,0,1,2,3,0,12,12,33,33,0
108,House,SC,5,D,S000749,Spratt,John,McKee,NA,15064,1942,NA,-0.256,0.255,0,3,0,3,0,88,88,67,67,1
108,NA,NA,NA,NA,S000770,Stabenow,Deborah,Ann,NA,NA,NA,NA,NA,NA,1,1,1,2,0,NA,NA,NA,NA,0
108,House,CA,13,D,S000810,Stark,Fortney,Hillman,Pete,14053,1931,NA,-0.631,-0.605,0,4,3,7,1,88,88,67,67,1
108,House,FL,6,R,S000822,Stearns,Clifford,Bundy,NA,15627,1941,NA,0.554,-0.075,0,0,3,3,0,12,12,33,33,0
108,House,TX,17,D,S000851,Stenholm,Charles,Walter,NA,14664,1938,NA,0.019,1,0,1,2,3,0,62,62,33,33,0
108,House,MI,1,D,S001045,Stupak,Bart,T.,NA,29360,1952,NA,-0.396,0.701,0,0,2,2,0,75,75,33,33,0
108,House,OK,1,R,S001155,Sullivan,John,NA,NA,20131,1965,NA,0.513,0.173,0,2,2,4,0,14,12,33,33,1
108,NA,NA,NA,NA,S001078,Sununu,John,E.,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
108,House,NY,20,R,S001149,Sweeney,John,E.,NA,29927,1955,NA,0.249,0.036,0,1,2,3,0,12,12,33,33,0
108,House,CA,39,D,S001156,Sanchez,Linda,T.,NA,20310,1969,NA,-0.508,-0.136,1,0,1,1,0,86,75,67,67,0
108,NA,NA,NA,NA,T000024,Talent,James,Matthes,NA,NA,NA,NA,NA,NA,0,2,1,3,0,NA,NA,NA,NA,1
108,House,CO,6,R,T000458,Tancredo,Thomas,G.,NA,29907,1945,NA,0.75,-0.022,0,0,2,2,0,14,12,33,33,0
108,House,TN,8,D,T000038,Tanner,John,S.,NA,15628,1944,NA,-0.182,0.648,0,1,1,2,0,75,75,67,67,0
108,House,CA,10,D,T000057,Tauscher,Ellen,O'Kane,NA,29705,1951,NA,-0.308,-0.169,1,1,0,1,1,88,88,67,67,0
108,House,LA,3,R,T000058,Tauzin,Wilbert,Joseph,Billy,94679,1943,NA,0.341,0.16,0,1,4,5,0,17,12,50,33,0
108,House,MS,4,D,T000074,Taylor,Gary,Eugene,Gene,15637,1953,NA,-0.045,0.893,0,2,1,3,0,25,25,33,33,1
108,House,NC,11,R,T000067,Taylor,Charles,Hart,NA,29135,1941,NA,0.488,0.116,0,0,3,3,0,17,12,33,33,0
108,House,NE,2,R,T000459,Terry,Lee,Raymond,NA,29921,1962,NA,0.426,-0.067,0,0,3,3,0,12,12,33,33,0
108,NA,NA,NA,NA,T000162,Thomas,Craig,Lyle,NA,NA,NA,NA,NA,NA,0,2,2,4,1,NA,NA,NA,NA,1
108,House,CA,22,R,T000188,Thomas,William,Marshall,NA,14669,1941,NA,0.371,-0.277,0,1,1,2,0,25,25,67,67,0
108,House,MS,2,D,T000193,Thompson,Bennie,NA,NA,29368,1948,NA,-0.516,0.399,0,1,0,1,0,88,88,67,67,0
108,House,CA,1,D,T000460,Thompson,Michael,NA,NA,29901,1951,NA,-0.395,0.066,0,0,2,2,0,88,88,67,67,0
108,House,TX,13,R,T000238,Thornberry,William,McClellan,Mac,29572,1958,NA,0.525,0.313,0,1,1,2,0,12,12,33,33,0
108,House,KS,4,R,T000260,Tiahrt,Todd,NA,NA,29524,1951,NA,0.449,0.341,0,1,2,3,0,14,12,33,33,0
108,House,OH,12,R,T000462,Tiberi,Patrick,NA,Pat,20130,1962,NA,0.386,-0.026,0,4,0,4,0,14,12,33,33,1
108,House,PA,15,R,T000461,Toomey,Patrick,Joseph,NA,29935,1961,NA,0.641,-0.3,0,1,1,2,0,12,12,33,33,0
108,House,NY,10,D,T000326,Towns,Edolphus,NA,NA,15072,1934,NA,-0.519,-0.132,0,1,1,2,0,88,88,67,67,0
108,House,OH,3,R,T000463,Turner,Michael,R.,NA,20342,1960,NA,0.273,0.212,0,2,0,2,0,12,12,33,33,1
108,House,TX,2,D,T000424,Turner,Jim,NA,NA,29758,1946,NA,-0.185,0.606,0,1,1,2,0,88,88,67,67,0
108,House,CO,2,D,U000038,Udall,Mark,NA,NA,29906,1950,NA,-0.353,0.049,0,1,1,2,0,88,88,67,67,0
108,House,NM,3,D,U000039,Udall,Thomas,NA,Tom,29924,1948,NA,-0.453,0.161,0,1,0,1,0,88,88,67,67,0
108,House,MI,6,R,U000031,Upton,Frederick,Stephen,NA,15446,1953,NA,0.332,-0.379,0,1,1,2,0,25,25,33,33,0
108,House,MD,8,D,V000128,Van Hollen,Christopher,NA,NA,20330,1959,NA,-0.392,-0.21,0,1,2,3,0,88,88,67,67,0
108,House,IN,1,D,V000108,Visclosky,Peter,NA,NA,15124,1949,NA,-0.402,0.244,0,0,2,2,0,100,100,100,100,0
108,House,LA,1,R,V000127,Vitter,David,NA,NA,29918,1961,NA,0.495,0.323,0,3,1,4,0,12,12,33,33,1
108,House,OR,2,R,W000791,Walden,Greg,NA,NA,29932,1957,NA,0.333,-0.011,0,0,1,1,0,50,50,100,100,0
108,House,NY,25,R,W000099,Walsh,James,T.,NA,15630,1947,NA,0.208,-0.19,0,1,2,3,0,12,12,33,33,0
108,House,TN,3,R,W000119,Wamp,Zachary,Paul,NA,29567,1957,NA,0.428,0.072,0,1,1,2,0,12,12,33,33,0
108,House,CA,35,D,W000187,Waters,Maxine,NA,NA,29106,1938,NA,-0.653,-0.071,1,1,1,2,0,88,88,67,67,0
108,House,NC,12,D,W000207,Watt,Melvin,L.,NA,29383,1945,NA,-0.526,-0.155,0,0,2,2,0,88,88,67,67,0
108,House,CA,30,D,W000215,Waxman,Henry,Arnold,NA,14280,1939,NA,-0.473,-0.343,0,1,1,2,0,83,62,67,67,0
108,House,PA,7,R,W000268,Weldon,Wayne,Curtis,Curt,15447,1947,NA,0.232,-0.324,0,3,2,5,0,17,12,33,33,1
108,House,FL,15,R,W000267,Weldon,David,Joseph,NA,29509,1953,NA,0.471,0.146,0,1,1,2,0,14,12,33,33,0
108,House,FL,19,D,W000314,Wexler,Robert,NA,NA,29715,1961,NA,-0.392,-0.193,0,2,1,3,0,88,88,67,67,1
108,House,KY,1,R,W000413,Whitfield,Wayne,Edward,Ed,29525,1943,NA,0.303,0.182,0,1,0,1,0,14,12,33,33,0
108,House,MS,1,R,W000437,Wicker,Roger,F.,NA,29534,1951,NA,0.379,0.354,0,2,1,3,0,12,12,33,33,1
108,House,SC,2,R,W000795,Wilson,Addison,Graves,Joe,20138,1947,NA,0.537,0.113,0,0,4,4,0,14,12,33,33,0
108,House,NM,1,R,W000789,Wilson,Heather,NA,NA,29779,1960,NA,0.247,-0.027,1,1,2,3,0,25,25,67,67,0
108,House,VA,10,R,W000672,Wolf,Frank,Rudolph,NA,14869,1939,NA,0.284,-0.213,0,4,1,5,0,12,12,33,33,1
108,House,CA,6,D,W000738,Woolsey,Lynn,C.,NA,29309,1937,NA,-0.556,-0.529,1,1,3,4,0,86,75,67,67,0
108,House,OR,1,D,W000793,Wu,David,NA,NA,29931,1955,NA,-0.37,0.031,0,1,1,2,0,75,75,67,67,0
108,NA,NA,NA,NA,W000779,Wyden,Ronald,Lee,NA,NA,NA,NA,NA,NA,0,3,2,5,0,NA,NA,NA,NA,1
108,House,MD,4,D,W000784,Wynn,Albert,Russell,NA,29355,1951,NA,-0.38,0.038,0,2,0,2,0,88,88,67,67,1
108,House,AK,1,R,Y000033,Young,Donald,Edwin,NA,14066,1933,NA,0.284,0.021,0,2,0,2,0,14,12,33,33,1
108,House,FL,10,R,Y000031,Young,Charles,William,Bill,13047,1930,2013,0.325,-0.112,0,0,3,3,1,12,12,33,33,0
109,House,NY,5,D,A000022,Ackerman,Gary,Leonard,NA,15000,1942,NA,-0.429,-0.165,0,1,2,3,0,100,100,100,100,0
109,House,AL,4,R,A000055,Aderholt,Robert,NA,NA,29701,1965,NA,0.372,0.589,0,1,1,2,0,30,30,0,0,0
109,NA,NA,NA,NA,A000069,Akaka,Daniel,Kahikina,NA,NA,NA,NA,NA,NA,0,1,4,5,1,NA,NA,NA,NA,0
109,House,MO,2,R,A000358,Akin,W.,Todd,NA,20123,1947,NA,0.612,0.235,0,2,4,6,1,30,30,0,0,1
109,House,LA,5,R,A000361,Alexander,Rodney,NA,NA,90327,1946,NA,0.331,0.408,0,2,1,3,0,30,30,0,0,1
109,NA,NA,NA,NA,A000109,Allard,A.,Wayne,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
109,House,ME,1,D,A000357,Allen,Thomas,H.,NA,29728,1945,NA,-0.4,-0.105,0,2,0,2,0,100,100,100,100,1
109,NA,NA,NA,NA,A000121,Allen,George,NA,NA,NA,NA,NA,NA,NA,0,1,2,3,0,NA,NA,NA,NA,0
109,House,NJ,1,D,A000210,Andrews,Robert,Ernest,NA,29132,1957,NA,-0.297,-0.119,0,2,0,2,0,100,100,100,100,1
109,House,CA,43,D,B001234,Baca,Joe,NA,NA,29942,1947,NA,-0.349,0.292,0,2,2,4,0,100,80,100,100,1
109,House,AL,6,R,B000013,Bachus,Spencer,T.,NA,29301,1947,NA,0.387,0.228,0,2,3,5,0,33,30,0,0,1
109,House,LA,6,R,B000072,Baker,Richard,Hugh,NA,15401,1948,NA,0.423,0.022,0,1,1,2,0,14,10,0,0,0
109,House,SC,3,R,B001239,Barrett,James,Gresham,NA,20347,1961,NA,0.653,0.062,0,1,2,3,0,30,30,0,0,0
109,House,GA,12,D,B001252,Barrow,John,NA,NA,20507,1955,NA,-0.119,0.46,0,1,1,2,0,70,70,100,100,0
109,House,MD,6,R,B000208,Bartlett,Roscoe,Gardner,NA,29356,1926,NA,0.493,-0.091,0,4,6,10,0,10,10,0,0,1
109,House,TX,6,R,B000213,Barton,Joe,Linus,NA,15085,1949,NA,0.528,0.047,0,2,2,4,0,33,30,0,0,1
109,House,NH,2,R,B000220,Bass,Charles,Foster,NA,29538,1952,NA,0.331,-0.556,0,1,1,2,0,60,60,100,100,0
109,House,IL,8,D,B001253,Bean,Melissa,L.,NA,20509,1962,NA,-0.155,-0.063,1,2,0,2,0,90,90,100,100,1
109,House,CO,7,R,B001240,Beauprez,Bob,NA,NA,20312,1948,NA,0.523,-0.102,0,1,3,4,0,33,30,0,0,0
109,House,CA,31,D,B000287,Becerra,Xavier,NA,NA,29316,1958,NA,-0.512,-0.283,0,3,0,3,0,100,100,100,100,1
109,House,NV,1,D,B001231,Berkley,Shelley,NA,NA,29922,1951,NA,-0.302,0.024,1,0,2,2,0,89,80,100,100,0
109,House,CA,28,D,B000410,Berman,Howard,Lawrence,NA,15005,1941,NA,-0.404,-0.286,0,2,0,2,0,100,100,100,100,1
109,House,AR,1,D,B000420,Berry,Robert,Marion,NA,29702,1942,NA,-0.293,0.956,0,1,1,2,0,60,60,0,0,0
109,House,IL,13,R,B001232,Biggert,Judy,Borg,NA,29912,1937,NA,0.323,-0.372,1,3,1,4,0,60,60,100,100,1
109,House,CA,50,R,B000461,Bilbray,Brian,P.,NA,29508,1951,NA,0.392,-0.376,0,3,2,5,0,33,33,NA,NA,1
109,House,FL,9,R,B000463,Bilirakis,Michael,NA,NA,15006,1930,NA,0.382,-0.219,0,0,2,2,0,33,30,0,0,0
109,House,GA,2,D,B000490,Bishop,Sanford,Dixon,NA,29339,1947,NA,-0.283,0.463,0,1,0,1,0,90,90,100,100,0
109,House,NY,1,D,B001242,Bishop,Timothy,H.,NA,20338,1950,NA,-0.338,-0.05,0,2,0,2,0,100,100,100,100,1
109,House,UT,1,R,B001250,Bishop,Robert,NA,Rob,20357,1951,NA,0.537,0.105,0,1,4,5,0,30,30,0,0,0
109,House,TN,7,R,B001243,Blackburn,Marsha,NA,NA,20351,1952,NA,0.622,0.137,1,1,1,2,0,30,30,0,0,0
109,House,OR,3,D,B000574,Blumenauer,Earl,NA,NA,29588,1948,NA,-0.428,-0.67,0,1,1,2,0,100,100,100,100,0
109,House,MO,7,R,B000575,Blunt,Roy,NA,NA,29735,1950,NA,0.42,0.263,0,1,2,3,0,30,30,0,0,0
109,House,NY,24,R,B000586,Boehlert,Sherwood,Louis,NA,15007,1936,NA,0.103,-0.718,0,2,0,2,1,67,60,100,100,1
109,House,OH,8,R,B000589,Boehner,John,Andrew,NA,29137,1949,NA,0.513,0.04,0,2,0,2,0,30,30,0,0,1
109,House,TX,23,R,B000617,Bonilla,Henry,NA,NA,39302,1954,NA,0.4,0.136,0,1,1,2,0,40,40,0,0,0
109,House,AL,1,R,B001244,Bonner,Josiah,Robins,Jo,20300,1959,NA,0.367,0.513,0,1,1,2,0,20,20,0,0,0
109,House,CA,45,R,B001228,Bono,Mary,NA,NA,29775,1961,NA,0.353,-0.218,1,1,1,2,0,60,60,100,100,0
109,House,AR,3,R,B001236,Boozman,John,NA,NA,20101,1950,NA,0.405,0.259,0,3,0,3,0,30,30,0,0,1
109,House,OK,2,D,B001254,Boren,Daniel,David,NA,20523,1973,NA,-0.112,0.994,0,1,1,2,0,40,40,0,0,0
109,House,IA,3,D,B000652,Boswell,Leonard,L.,NA,29721,1934,NA,-0.238,0.289,0,3,1,4,1,89,80,100,100,1
109,House,LA,7,R,B001255,Boustany,Charles,W.,NA,20514,1956,NA,0.392,0.308,0,1,1,2,0,33,30,0,0,0
109,NA,NA,NA,NA,B000711,Boxer,Barbara,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,NA,NA,NA,NA,0
109,House,FL,2,D,B000716,Boyd,F.,Allen,NA,29713,1945,NA,-0.181,0.414,0,1,3,4,0,80,80,100,100,0
109,House,NH,1,R,B001246,Bradley,Jeb,NA,NA,20335,1952,NA,0.371,-0.578,0,2,2,4,0,60,60,100,100,1
109,House,PA,1,D,B001227,Brady,Robert,A.,NA,29777,1945,NA,-0.484,0.225,0,1,1,2,0,100,100,100,100,0
109,House,TX,8,R,B000755,Brady,Kevin,Patrick,NA,29760,1955,NA,0.523,0.219,0,0,2,2,0,38,30,0,0,0
109,House,SC,1,R,B001235,Brown,Henry,Edward,NA,20137,1935,NA,0.367,0.24,0,2,1,3,0,33,30,NA,0,1
109,House,FL,3,D,B000911,Brown,Corrine,NA,NA,29328,1946,NA,-0.429,0.192,1,1,0,1,0,100,100,100,100,0
109,House,OH,13,D,B000944,Brown,Sherrod,NA,NA,29389,1952,NA,-0.428,-0.111,0,2,0,2,0,88,70,100,100,1
109,House,FL,5,R,B001247,Brown-Waite,Virginia,NA,Ginny,20313,1943,NA,0.36,0.084,1,3,0,3,0,30,30,0,0,1
109,NA,NA,NA,NA,B000953,Brownback,Sam,Dale,NA,NA,NA,NA,NA,NA,0,3,2,5,0,NA,NA,NA,NA,1
109,NA,NA,NA,NA,B001066,Bunning,James,Paul David,NA,NA,NA,NA,NA,NA,0,5,3,8,1,NA,NA,NA,NA,1
109,House,TX,26,R,B001248,Burgess,Michael,C.,NA,20355,1950,NA,0.574,-0.202,0,1,2,3,0,30,30,0,0,0
109,NA,NA,NA,NA,B001135,Burr,Richard,M.,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
109,House,IN,5,R,B001149,Burton,Danny,Lee,NA,15014,1938,NA,0.585,-0.026,0,2,1,3,0,20,20,0,0,1
109,House,NC,1,D,B001251,Butterfield,George,Kenneth,G.K.,20340,1947,NA,-0.404,0.182,0,3,0,3,0,89,80,0,0,1
109,House,IN,4,R,B001203,Buyer,Stephen,Earle,NA,29350,1958,NA,0.435,0.192,0,1,1,2,0,50,30,NA,0,0
109,House,MI,4,R,C000071,Camp,David,Lee,NA,29124,1953,NA,0.385,-0.048,0,2,1,3,0,33,30,0,0,1
109,House,CA,48,R,C001064,Campbell,John,NA,of California,20539,1955,NA,0.748,-0.415,0,0,2,2,0,20,20,NA,NA,0
109,House,UT,3,R,C000116,Cannon,Christopher,B.,NA,29766,1950,NA,0.596,0.017,0,6,2,8,0,30,30,0,0,1
109,House,VA,7,R,C001046,Cantor,Eric,NA,NA,20144,1963,NA,0.518,0.191,0,1,2,3,0,40,40,0,0,0
109,House,WV,2,R,C001047,Capito,Shelley,Moore,NA,20146,1953,NA,0.266,0.063,1,1,2,3,0,40,40,100,100,0
109,House,CA,23,D,C001036,Capps,Lois,NA,NA,29774,1938,NA,-0.389,-0.227,1,2,1,3,0,100,100,100,100,1
109,House,MA,8,D,C001037,Capuano,Michael,Everett,NA,29919,1952,NA,-0.58,-0.082,0,0,2,2,0,100,100,100,100,0
109,House,MD,3,D,C000141,Cardin,Benjamin,Louis,NA,15408,1943,NA,-0.319,-0.223,0,1,1,2,0,100,100,100,100,0
109,House,CA,18,D,C001050,Cardoza,Dennis,A.,NA,20306,1959,NA,-0.262,0.609,0,3,1,4,0,100,100,100,100,1
109,House,MO,3,D,C001060,Carnahan,Russ,NA,NA,20516,1958,NA,-0.347,-0.005,0,0,2,2,0,100,100,100,100,0
109,NA,NA,NA,NA,C000174,Carper,Thomas,Richard,NA,NA,NA,NA,NA,NA,0,0,2,2,0,NA,NA,NA,NA,0
109,House,IN,7,D,C000191,Carson,Julia,May,NA,29720,1938,2007,-0.464,-0.156,1,1,1,2,1,100,90,100,100,0
109,House,TX,31,R,C001051,Carter,John,R.,NA,20356,1941,NA,0.473,0.599,0,2,2,4,0,30,30,0,0,1
109,House,HI,2,D,C001055,Case,Ed,NA,NA,20322,1952,NA,-0.196,-0.123,0,1,3,4,0,80,80,100,100,0
109,House,OH,1,R,C000266,Chabot,Steve,NA,NA,29550,1953,NA,0.567,-0.197,0,1,1,2,0,30,30,0,0,0
109,NA,NA,NA,NA,C000286,Chambliss,Saxby,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
109,House,KY,6,D,C001058,Chandler,A.,B.,Ben,20326,1959,NA,-0.232,0.516,0,1,2,3,0,70,70,100,100,0
109,NA,NA,NA,NA,C000344,Cheney,Richard,Bruce,NA,NA,NA,NA,NA,NA,0,2,0,2,0,NA,NA,NA,NA,1
109,House,IN,2,R,C001052,Chocola,Chris,NA,NA,20324,1962,NA,0.573,-0.164,0,1,1,2,0,30,30,0,0,0
109,House,MO,1,D,C001049,Clay,William,Lacy,NA,20147,1956,NA,-0.481,-0.078,0,1,1,2,0,100,90,100,100,0
109,House,MO,5,D,C001061,Cleaver,Emanuel,NA,NA,20517,1944,NA,-0.453,0.013,0,1,3,4,0,100,100,100,100,0
109,House,SC,6,D,C000537,Clyburn,James,Enos,NA,39301,1940,NA,-0.464,0.254,0,3,0,3,0,100,90,100,100,1
109,NA,NA,NA,NA,C000560,Coburn,Thomas,Allen,NA,NA,NA,NA,NA,NA,0,2,0,2,1,NA,NA,NA,NA,1
109,House,OK,4,R,C001053,Cole,Tom,NA,NA,20344,1949,NA,0.332,0.363,0,0,1,1,0,30,30,0,0,0
109,House,TX,11,R,C001062,Conaway,K.,Michael,NA,20531,1948,NA,0.593,0.367,0,1,1,2,0,11,10,0,0,0
109,House,MI,14,D,C000714,Conyers,John,NA,NA,10713,1929,NA,-0.658,-0.512,0,0,2,2,1,100,100,100,100,0
109,House,TN,5,D,C000754,Cooper,James,Hayes Shofner,NA,15019,1954,NA,-0.163,-0.031,0,1,2,3,0,90,90,100,100,0
109,House,IL,12,D,C000794,Costello,Jerry,Francis,NA,15453,1949,NA,-0.317,0.657,0,1,2,3,0,78,70,0,0,0
109,House,CA,48,R,C000830,Cox,Charles,Christopher,NA,15601,1952,NA,0.54,-0.236,0,1,2,3,0,50,50,0,0,0
109,House,AL,5,D,C000868,Cramer,Robert,E.,Bud,29100,1947,NA,-0.132,0.612,0,1,0,1,0,70,70,100,100,0
109,NA,NA,NA,NA,C000880,Crapo,Michael,Dean,NA,NA,NA,NA,NA,NA,0,3,2,5,0,NA,NA,NA,NA,1
109,House,FL,4,R,C001045,Crenshaw,Ander,NA,NA,20111,1944,NA,0.333,0.337,0,1,1,2,0,30,30,0,0,0
109,House,NY,7,D,C001038,Crowley,Joseph,NA,NA,29925,1962,NA,-0.412,-0.07,0,1,2,3,0,100,100,100,100,0
109,House,WY,1,R,C000962,Cubin,Barbara,L.,NA,29584,1946,NA,0.501,0.345,1,0,2,2,0,30,30,0,0,0
109,House,TX,28,D,C001063,Cuellar,Henry,NA,NA,20533,1955,NA,-0.228,0.622,0,2,0,2,0,60,60,0,0,1
109,House,TX,7,R,C001048,Culberson,John,NA,NA,20139,1956,NA,0.503,0.366,0,1,0,1,0,40,40,0,0,0
109,House,MD,7,D,C000984,Cummings,Elijah,Eugene,NA,29587,1951,NA,-0.438,-0.148,0,2,1,3,1,100,100,100,100,1
109,House,CA,50,R,C000994,Cunningham,Randall,NA,Duke,29107,1941,NA,0.411,0.001,0,2,1,3,0,40,40,0,0,1
109,House,CA,53,D,D000598,Davis,Susan,A.,NA,20108,1944,NA,-0.343,-0.103,1,0,2,2,0,100,100,100,100,0
109,House,VA,1,R,D000597,Davis,Jo,Ann,NA,20141,1950,2007,0.426,0.173,1,0,2,2,1,29,20,0,0,0
109,House,IL,7,D,D000096,Davis,Danny,K.,NA,29717,1941,NA,-0.486,-0.262,0,1,1,2,0,100,90,100,100,0
109,House,VA,11,R,D000136,Davis,Thomas,M.,NA,29576,1949,NA,0.282,-0.404,0,2,1,3,0,30,30,0,0,1
109,House,FL,11,D,D000114,Davis,Jim,NA,NA,29714,1957,NA,-0.278,0.025,0,0,2,2,0,100,90,100,100,0
109,House,TN,4,D,D000599,Davis,Lincoln,NA,NA,20350,1943,NA,-0.205,0.854,0,3,0,3,0,50,50,0,0,1
109,House,GA,10,R,D000168,Deal,John,Nathan,NA,99342,1942,NA,0.581,0.139,0,3,1,4,0,22,20,0,0,1
109,House,CO,1,D,D000197,Degette,Diana,NA,NA,29710,1957,NA,-0.431,-0.31,1,2,0,2,0,100,100,100,100,1
109,House,MA,10,D,D000210,Delahunt,Bill,NA,NA,29731,1941,NA,-0.495,-0.293,0,2,0,2,0,100,100,100,100,1
109,House,CT,3,D,D000216,Delauro,Rosa,L.,NA,29109,1943,NA,-0.416,-0.117,1,2,1,3,0,100,100,100,100,1
109,House,TX,22,R,D000217,Delay,Thomas,Dale,NA,15094,1947,NA,0.593,0.059,0,1,0,1,0,33,29,0,0,0
109,NA,NA,NA,NA,D000595,Demint,James,W.,NA,NA,NA,NA,NA,NA,0,2,2,4,0,NA,NA,NA,NA,1
109,House,PA,15,R,D000604,Dent,Charles,W.,NA,20526,1960,NA,0.244,-0.085,0,1,2,3,0,50,50,100,100,0
109,NA,NA,NA,NA,D000294,Dewine,Michael,NA,NA,NA,NA,NA,NA,NA,0,5,3,8,0,NA,NA,NA,NA,1
109,House,FL,21,R,D000299,Diaz-Balart,Lincoln,NA,NA,29336,1954,NA,0.243,-0.105,0,0,2,2,0,44,40,0,0,0
109,House,WA,6,D,D000327,Dicks,Norman,DeValois,NA,14413,1940,NA,-0.312,0.11,0,0,2,2,0,100,100,100,100,0
109,House,MI,15,D,D000355,Dingell,John,David,NA,2605,1926,NA,-0.448,0.313,0,2,2,4,1,100,100,100,100,1
109,House,TX,25,D,D000399,Doggett,Lloyd,Alton,NA,29571,1946,NA,-0.402,-0.313,0,2,0,2,0,100,100,100,100,1
109,House,CA,4,R,D000429,Doolittle,John,Taylor,NA,29104,1950,NA,0.519,0.156,0,1,1,2,0,20,20,0,0,0
109,NA,NA,NA,NA,D000432,Dorgan,Byron,Leslie,NA,NA,NA,NA,NA,NA,0,1,2,3,0,NA,NA,NA,NA,0
109,House,PA,14,D,D000482,Doyle,Michael,F.,NA,29561,1953,NA,-0.331,0.111,0,1,3,4,0,90,90,0,0,0
109,House,VA,2,R,D000605,Drake,Thelma,D.,NA,20534,1949,NA,0.402,0.287,1,1,1,2,0,30,30,0,0,0
109,House,TN,2,R,D000533,Duncan,John,J.,NA,15455,1947,NA,0.604,-0.476,0,2,2,4,0,20,20,0,0,1
109,NA,NA,NA,NA,D000563,Durbin,Richard,Joseph,NA,NA,NA,NA,NA,NA,0,2,1,3,0,NA,NA,NA,NA,1
109,House,TX,17,D,E000063,Edwards,Thomas,Chester,Chet,29144,1951,NA,-0.226,0.5,0,0,2,2,0,80,80,100,100,0
109,House,MI,3,R,E000092,Ehlers,Vernon,James,NA,29362,1934,NA,0.316,-0.622,0,2,2,4,1,30,30,0,0,1
109,House,IL,5,D,E000287,Emanuel,Rahm,NA,NA,20323,1959,NA,-0.372,-0.131,0,2,1,3,0,100,90,100,100,1
109,House,MO,8,R,E000172,Emerson,Jo,Ann,NA,29736,1950,NA,0.269,0.274,1,8,1,9,0,25,20,NA,0,1
109,House,NY,17,D,E000179,Engel,Eliot,Lance,NA,15603,1947,NA,-0.408,-0.093,0,1,2,3,0,100,100,100,100,0
109,NA,NA,NA,NA,E000194,Ensign,John,Eric,NA,NA,NA,NA,NA,NA,0,1,1,2,0,NA,NA,NA,NA,0
109,House,CA,14,D,E000215,Eshoo,Anna,Georges,NA,29312,1942,NA,-0.381,-0.425,1,1,1,2,0,100,100,100,100,0
109,House,NC,2,D,E000226,Etheridge,Bobby,R.,NA,29745,1941,NA,-0.288,0.288,0,1,2,3,0,90,90,100,100,0
109,House,CA,17,D,F000030,Farr,Sam,NA,NA,29313,1941,NA,-0.455,-0.219,0,1,0,1,0,100,100,100,100,0
109,House,PA,2,D,F000043,Fattah,Chaka,NA,NA,29559,1956,NA,-0.472,-0.054,0,2,1,3,0,100,100,100,100,1
109,House,FL,24,R,F000447,Feeney,Tom,NA,NA,20315,1958,NA,0.641,-0.09,0,0,2,2,0,40,40,0,0,0
