state,district,id,icpsr,last_name,first_name,middle_name,ngirls,nboys,nchildren,,washington_ngirls,washington_nboys,washington_nchild,costa_ngirls,costa_nboys,costa_nchild,oliver1_ngirls,oliver1_nboys,oliver1_nchild,oliver2_ngirls,oliver2_nboys,oliver2_nchild,oliver2_data_source,cong_served
MI,18,B000538,14206,Blanchard,James,Johnston,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
WA,3,B000620,14208,Bonker,Don,Leroy,0,3,3,,,,,,,,,,,0,3,3,97-104 living,"97, 98, 99, 100"
MI,17,B000862,14209,Brodhead,William,McNulty,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
MI,6,C000178,14210,Carr,Milton,Robert,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"98, 99, 100, 101, 102"
MI,8,C000178,14210,Carr,Milton,Robert,1,0,1,,,,,,,,,,,1,0,1,97-104 living,103
SC,3,D000267,14212,Derrick,Butler,Carson,2,2,4,,,,,,,,2,2,4,,,,,"97, 98, 99, 100, 101, 102, 103"
NY,2,D000471,14214,Downey,Thomas,Joseph,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101, 102"
MA,3,E000013,14216,Early,Joseph,Daniel,4,4,8,,,,,,,,4,4,8,,,,,"97, 98, 99, 100, 101, 102"
PA,7,E000043,14217,Edgar,Robert,William,0,2,2,,,,,,,,0,2,2,,,,,"97, 98, 99"
ME,1,E000175,14218,Emery,David,Farnham,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
OK,6,E000184,14219,English,Glenn,Lee,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"97, 98, 99, 100, 101, 102, 103"
IN,6,E000239,14220,Evans,David,Walter,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
NJ,5,F000078,14221,Fenwick,Millicent,Hammond,0,1,1,,,,,,,,0,1,1,,,,,97
IN,2,F000161,14222,Fithian,Floyd,James,2,1,3,,,,,,,,2,1,3,,,,,97
NJ,1,F000215,14223,Florio,James,Joseph,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101"
TN,8,F000261,14224,Ford,Harold,Eugene,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
TN,9,F000261,14224,Ford,Harold,Eugene,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102, 103, 104"
OH,1,G000349,14225,Gradison,Willis,David,5,0,5,,5,0,5,,,,,,,5,0,5,97-104 living,97
OH,2,G000349,14225,Gradison,Willis,David,5,0,5,,,,,,,,,,,5,0,5,97-104 living,"98, 99, 100, 101, 102, 103"
MN,2,H000012,14227,Hagedorn,Thomas,Michael,1,2,3,,1,2,3,,,,,,,1,2,3,97-104 living,97
IA,5,H000206,14230,Harkin,Thomas,Richard,2,0,2,,,,,,,,,,,2,0,2,97-104 living,"97, 98"
NC,8,H000448,14233,Hefner,Willie,Gathrel,2,0,2,,,,,,,,2,0,2,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105"
TX,13,H000582,14234,Hightower,Jack,English,3,0,3,,,,,,,,3,0,3,,,,,"97, 98"
SC,5,H000719,14235,Holland,Kenneth,Lamar,2,1,3,,,,,,,,2,1,3,,,,,97
KY,1,H000878,14237,Hubbard,Carroll,NA,0,1,1,,,,,,,,,,,,,,,"97, 98, 99, 100, 101, 102"
NJ,2,H000930,14238,Hughes,William,John,3,1,4,,,,,,,,3,1,4,,,,,"97, 98, 99, 100, 101, 102, 103"
IL,6,H001022,14239,Hyde,Henry,John,1,3,4,,1,3,4,,,,1,3,4,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
VT,1,J000072,14240,Jeffords,James,Merrill,1,1,2,,,,,,,,1,1,2,,,,,"97, 98, 99, 100"
OH,8,K000190,14245,Kindness,Thomas,Norman,1,3,4,,,,,,,,1,3,4,,,,,"97, 98, 99"
NY,36,L000556,14248,Lafalce,John,Joseph,0,1,1,,0,1,1,,,,,,,,,,,97
NY,32,L000556,14248,Lafalce,John,Joseph,0,1,1,,0,1,1,,,,,,,,,,,"98, 99, 100, 101, 102"
NY,29,L000556,14248,Lafalce,John,Joseph,0,1,1,,0,1,1,,,,,,,,,,,"103, 104, 105, 106, 107"
GA,4,L000265,14249,Levitas,Elliott,Harris,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98"
TN,3,L000381,14251,Lloyd,Marilyn,Laird,2,1,3,,,,,,,,2,1,3,,,,,"97, 98, 99, 100, 101, 102, 103"
GA,7,M000413,14252,McDonald,Lawrence,Patton,1,1,2,,,,,,,,1,1,2,,,,,"97, 98"
NY,27,M000473,14253,McHugh,Matthew,Francis,2,1,3,,,,,,,,,,,2,1,3,97-104 living,97
NY,28,M000473,14253,McHugh,Matthew,Francis,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99, 100, 101, 102"
CA,7,M000725,14256,Miller,George,NA,0,2,2,,0,2,2,0,2,2,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,11,M000725,14256,Miller,George,NA,0,2,2,,0,2,2,0,2,2,,,,,,,,113
CA,13,M000794,14257,Mineta,Norman,Y.,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"97, 98, 99, 100, 101, 102"
CA,15,M000794,14257,Mineta,Norman,Y.,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"103, 104"
CT,6,M000839,14258,Moffett,Anthony,John,2,3,5,,,,,,,,,,,2,3,5,97-104 living,97
LA,6,M000923,14259,Moore,William,Henson,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"97, 98, 99"
OH,23,M001044,14260,Mottl,Ronald,Milton,2,2,4,,,,,,,,,,,2,2,4,97-104 living,97
NC,5,N000016,14262,Neal,Stephen,Lybrook,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"97, 98, 99, 100, 101, 102, 103"
MN,8,N000127,14263,Nolan,Richard,Michael,2,2,4,,,,,,,,,,,2,2,4,missing child info,"113, 114, 115"
NY,37,N000163,14264,Nowak,Henry,James,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
NY,33,N000163,14264,Nowak,Henry,James,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
MN,8,O000006,14265,Oberstar,James,Louis,4,2,6,,4,2,6,4,2,6,4,2,6,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
CA,38,P000121,14266,Patterson,Jerry,Mumford,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"97, 98"
NY,14,R000232,14269,Richmond,Frederick,William,0,1,1,,,,,,,,0,1,1,,,,,97
IL,3,R000543,14271,Russo,Martin,Anthony,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99, 100, 101, 102"
NV,1,S000058,14272,Santini,James,David,3,3,6,,,,,,,,3,3,6,,,,,97
PA,5,S000146,14273,Schulze,Richard,Taylor,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"97, 98, 99, 100, 101, 102"
IN,10,S000294,14274,Sharp,Philip,Riley,0,2,2,,,,,,,,,,,0,2,2,97-104 living,97
IN,2,S000294,14274,Sharp,Philip,Riley,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"98, 99, 100, 101, 102, 103"
IL,24,S000423,14275,Simon,Paul,Martin,1,1,2,,,,,,,,1,1,2,,,,,97
IL,22,S000423,14275,Simon,Paul,Martin,1,1,2,,,,,,,,1,1,2,,,,,98
NE,3,S000622,14276,Smith,Virginia,Dodd,0,0,0,,,,,,,,0,0,0,,,,,"97, 98, 99, 100, 101"
NY,13,S000673,14277,Solarz,Stephen,Joshua,0,0,0,,,,,,,,0,0,0,,,,,"97, 98, 99, 100, 101, 102"
CA,24,W000215,14280,Waxman,Henry,Arnold,1,1,2,,1,1,2,1,1,2,,,,,,,,"97, 98, 99, 100, 101, 102"
CA,29,W000215,14280,Waxman,Henry,Arnold,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107"
CA,30,W000215,14280,Waxman,Henry,Arnold,1,1,2,,1,1,2,1,1,2,,,,,,,,"108, 109, 110, 111, 112"
CA,33,W000215,14280,Waxman,Henry,Arnold,1,1,2,,1,1,2,1,1,2,,,,,,,,113
OR,4,W000227,14281,Weaver,James,Howard,3,0,3,,,,,,,,3,0,3,,,,,"97, 98, 99"
CO,2,W000647,14282,Wirth,Timothy,E.,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99"
NY,15,Z000002,14283,Zeferetti,Leo,C.,2,0,2,,,,,,,,2,0,2,,,,,97
NH,1,D000017,14284,D'Amours,Norman,Edward,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"97, 98"
IL,5,F000040,14285,Fary,John,G.,1,0,1,,,,,,,,1,0,1,,,,,97
PA,19,G000291,14288,Goodling,William,Franklin,1,1,2,,,,,,,,1,1,2,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106"
NY,39,L000516,14289,Lundine,Stanley,Nelson,0,2,2,,,,,,,,,,,0,2,2,97-104 living,97
NY,34,L000516,14289,Lundine,Stanley,Nelson,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"98, 99"
TX,22,P000583,14290,Paul,Ronald,Ernest,3,3,6,,3,2,5,3,3,6,,,,,,,,"97, 98"
TX,14,P000583,14290,Paul,Ronald,Ernest,3,3,6,,3,2,5,3,3,6,,,,,,,,"105, 106, 107, 108, 109, 110, 111, 112"
TX,1,H000070,14291,Hall,Sam,Blakeley,3,0,3,,,,,,,,3,0,3,,,,,"97, 98, 99"
HI,2,A000069,14400,Akaka,Daniel,Kahikina,1,4,5,,,,,,,,1,4,5,,,,,"97, 98, 99, 100, 101"
OH,18,A000214,14402,Applegate,Douglas,Earl,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99, 100, 101, 102, 103"
CA,40,B000024,14403,Badham,Robert,Edward,3,2,5,,,,,,,,,,,3,2,5,97-104 living,"97, 98, 99, 100"
GA,10,B000153,14404,Barnard,Druie,Douglas,0,0,0,,,,,,,,0,0,0,,,,,"97, 98, 99, 100, 101, 102"
CA,23,B000318,14405,Beilenson,Anthony,Charles,1,2,3,,,,,,,,,,,,,,,"97, 98, 99, 100, 101, 102"
CA,24,B000318,14405,Beilenson,Anthony,Charles,1,2,3,,,,,,,,,,,,,,,"103, 104"
MI,12,B000619,14407,Bonior,David,Edward,1,2,3,,1,2,3,,,,,,,,,,,"97, 98, 99, 100, 101, 102"
MI,10,B000619,14407,Bonior,David,Edward,1,2,3,,1,2,3,,,,,,,,,,,"103, 104, 105, 106, 107"
MO,6,C000618,14410,Coleman,Earl,Thomas,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"97, 98, 99, 100, 101, 102"
IL,15,C000773,14411,Corcoran,Thomas,Joseph,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
IL,14,C000773,14411,Corcoran,Thomas,Joseph,0,0,0,,,,,,,,,,,0,0,0,97-104 living,98
WA,6,D000327,14413,Dicks,Norman,DeValois,0,2,2,,,,,0,2,2,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
CA,27,D000435,14414,Dornan,Robert,Kenneth,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
CA,38,D000435,14414,Dornan,Robert,Kenneth,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"99, 100, 101, 102"
CA,46,D000435,14414,Dornan,Robert,Kenneth,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"103, 104"
OK,5,E000077,14415,Edwards,Marvin,Henry,2,1,3,,,,,,,,,,,,,,,"97, 98, 99, 100, 101, 102"
PA,17,E000208,14416,Ertel,Allen,Edward,1,1,2,,,,,,,,1,1,2,,,,,97
DE,1,E000258,14417,Evans,Thomas,Beverley,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
GA,8,E000233,14418,Evans,Billy,Lee,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
AL,5,F000208,14419,Flippo,Ronnie,Gene,2,4,6,,,,,,,,,,,2,4,6,97-104 living,"97, 98, 99, 100, 101"
MO,3,G000132,14421,Gephardt,Richard,Andrew,2,1,3,,2,1,3,,,,,,,2,1,3,105-116 random sample,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108"
KS,4,G000240,14422,Glickman,Daniel,Robert,1,1,2,,,,,,,,1,1,2,,,,,"97, 98, 99, 100, 101, 102, 103"
TN,4,G000321,14423,Gore,Albert,Arnold,3,1,4,,,,,,,,,,,,,,,97
TN,6,G000321,14423,Gore,Albert,Arnold,3,1,4,,,,,,,,,,,,,,,98
HI,1,H000449,14425,Heftel,Cecil,Landau,4,3,7,,,,,,,,4,3,7,,,,,"97, 98, 99"
NJ,9,H000722,14426,Hollenbeck,Harold,Capistran,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
LA,5,H000901,14427,Huckaby,Thomas,Jerald,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"97, 98, 99, 100, 101, 102"
FL,10,I000029,14428,Ireland,Andrew,Poysell,3,4,7,,,,,,,,,,,3,4,7,97-104 living,"99, 100, 101, 102"
GA,9,J000083,14429,Jenkins,Edgar,Lanier,2,0,2,,,,,,,,2,0,2,,,,,"97, 98, 99, 100, 101, 102"
MI,7,K000172,14430,Kildee,Dale,Edward,1,2,3,,1,2,3,1,2,3,,,,1,2,3,105-116 random sample,"97, 98, 99, 100, 101, 102"
MI,9,K000172,14430,Kildee,Dale,Edward,1,2,3,,1,2,3,1,2,3,,,,1,2,3,105-116 random sample,"103, 104, 105, 106, 107"
MI,5,K000172,14430,Kildee,Dale,Edward,1,2,3,,1,2,3,1,2,3,,,,1,2,3,105-116 random sample,"108, 109, 110, 111, 112"
PA,8,K000319,14431,Kostmayer,Peter,Houston,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102"
IA,1,L000169,14432,Leach,James,Albert Smith,1,1,2,,1,1,2,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
IA,2,L000169,14432,Leach,James,Albert Smith,1,1,2,,1,1,2,,,,,,,,,,,"108, 109"
PA,3,L000187,14434,Lederer,Raymond,Francis,4,2,6,,,,,,,,4,2,6,,,,,97
MA,7,M000133,14435,Markey,Edward,John,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
MA,5,M000133,14435,Markey,Edward,John,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,113
PA,24,M000136,14436,Marks,Marc,Lincoln,3,0,3,,,,,,,,3,0,3,,,,,97
MT,2,M000139,14437,Marlenee,Ronald,Charles,2,3,5,,,,,,,,2,3,5,,,,,"97, 98, 99, 100, 101, 102"
UT,2,M000143,14438,Marriott,David,Daniel,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"97, 98"
TX,5,M000260,14439,Mattox,James,Albon,2,0,2,,,,,,,,2,0,2,,,,,97
MD,3,M000702,14440,Mikulski,Barbara,Ann,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99"
PA,22,M001088,14441,Murphy,Austin,John,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99, 100, 101, 102"
PA,20,M001088,14441,Murphy,Austin,John,1,1,2,,,,,,,,,,,1,1,2,97-104 living,103
OH,20,O000001,14443,Oakar,Mary,Rose,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101, 102"
CA,16,P000047,14444,Panetta,Leon,Edward,0,3,3,,,,,,,,,,,0,3,3,97-104 living,"97, 98, 99, 100, 101, 102"
CA,17,P000047,14444,Panetta,Leon,Edward,0,3,3,,,,,,,,,,,0,3,3,97-104 living,103
OH,13,P000170,14445,Pease,Donald,James,1,0,1,,,,,,,,1,0,1,,,,,"97, 98, 99, 100, 101, 102"
MI,2,P000574,14446,Pursell,Carl,Duane,1,2,3,,,,,,,,1,2,3,,,,,"97, 98, 99, 100, 101, 102"
WV,4,R000011,14448,Rahall,Nick,Joe,2,1,3,,2,1,3,2,1,3,,,,2,1,3,105-116 random sample,"97, 98, 99, 100, 101, 102"
WV,3,R000011,14448,Rahall,Nick,Joe,2,1,3,,2,1,3,2,1,3,,,,2,1,3,105-116 random sample,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
AZ,4,R000495,14449,Rudd,Eldon,Dean,2,0,2,,,,,,,,2,0,2,,,,,"97, 98, 99"
MI,5,S000087,14450,Sawyer,Harold,Samuel,2,2,4,,,,,,,,2,2,4,,,,,"97, 98"
MO,4,S000465,14451,Skelton,Isaac,Newton,1,2,3,,1,2,3,1,2,3,1,2,3,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
MI,4,S000935,14453,Stockman,David,Alan,2,0,2,,,,,,,,,,,2,0,2,97-104 living,97
AZ,3,S001044,14454,Stump,Robert,Lee,1,2,3,,1,2,3,,,,1,2,3,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
VA,1,T000367,14456,Trible,Paul,Seward,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
MN,4,V000087,14458,Vento,Bruce,Frank,0,3,3,,0,3,3,,,,0,3,3,0,3,3,105-116 random sample,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106"
MO,9,V000112,14459,Volkmer,Harold,Lee,1,2,3,,,,,,,,1,2,3,,,,,"97, 98, 99, 100, 101, 102, 103, 104"
PA,16,W000068,14461,Walker,Robert,Smith,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101, 102, 103, 104"
OK,3,W000194,14462,Watkins,Wesley,Wade,2,1,3,,2,1,3,,,,,,,,,,,"97, 98, 99, 100, 101"
NY,20,W000258,14463,Weiss,Theodore,S.,0,2,2,,,,,,,,0,2,2,,,,,97
NY,17,W000258,14463,Weiss,Theodore,S.,0,2,2,,,,,,,,0,2,2,,,,,"98, 99, 100, 101, 102"
NC,3,W000419,14464,Whitley,Charles,Orville,0,0,0,,,,,,,,0,0,0,,,,,"97, 98, 99"
MO,2,Y000051,14465,Young,Robert,Anton,2,1,3,,,,,,,,2,1,3,,,,,"97, 98, 99"
MN,7,S000795,14466,Stangeland,Arlan,Ingehart,2,5,7,,,,,,,,2,5,7,,,,,"97, 98, 99, 100, 101"
GA,5,F000329,14467,Fowler,Wyche,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99"
LA,1,L000371,14469,Livingston,Robert,Linlithgow,1,3,4,,1,3,4,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106"
NY,21,G000047,14470,Garcia,Robert,NA,1,2,3,,,,,,,,1,2,3,,,,,97
NY,18,G000047,14470,Garcia,Robert,NA,1,2,3,,,,,,,,1,2,3,,,,,"98, 99, 100, 101"
NY,18,G000417,14471,Green,Sedgwick,William,1,2,3,,,,,,,,1,2,3,,,,,97
NY,15,G000417,14471,Green,Sedgwick,William,1,2,3,,,,,,,,1,2,3,,,,,"98, 99, 100, 101, 102"
MI,10,A000076,14600,Albosta,Donald,Joseph,1,1,2,,,,,,,,1,1,2,,,,,"97, 98"
AR,4,A000213,14601,Anthony,Beryl,Franklin,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"97, 98, 99, 100, 101, 102"
PA,21,B000037,14603,Bailey,Donald,Allen,0,1,1,,,,,,,,0,1,1,,,,,97
MD,8,B000160,14604,Barnes,Michael,Darr,2,0,2,,,,,,,,,,,2,0,2,97-104 living,"97, 98, 99"
NE,1,B000403,14605,Bereuter,Douglas,Kent,0,2,2,,,,,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108"
AR,2,B000422,14606,Bethune,Edwin,Ruthvin,1,1,2,,,,,,,,,,,,,,,"97, 98"
TN,5,B000615,14607,Boner,William,Hill,0,0,0,,,,,,,,,,,,,,,"97, 98, 99, 100"
MD,6,B001220,14608,Byron,Beverly,Barton Butcher,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"97, 98, 99, 100, 101, 102"
SC,4,C000079,14609,Campbell,Carroll,Ashmore,0,2,2,,,,,,,,0,2,2,,,,,"97, 98, 99"
NY,1,C000165,14610,Carney,William,NA,1,0,1,,,,,,,,1,0,1,,,,,"97, 98, 99"
WY,1,C000344,14611,Cheney,Richard,Bruce,2,0,2,,,,,,,,,,,2,0,2,97-104 living,"97, 98, 99, 100, 101"
PA,23,C000523,14612,Clinger,William,Floyd,2,2,4,,,,,,,,2,2,4,,,,,"97, 98, 99, 100, 101, 102"
PA,5,C000523,14612,Clinger,William,Floyd,2,2,4,,,,,,,,2,2,4,,,,,"103, 104"
CA,15,C000581,14613,Coelho,Tony,NA,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101"
NJ,13,C000809,14614,Courter,James,Andrew,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
NJ,12,C000809,14614,Courter,James,Andrew,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101"
IL,22,C000871,14615,Crane,Daniel,Bever,3,3,6,,,,,,,,,,,3,3,6,97-104 living,97
IL,19,C000871,14615,Crane,Daniel,Bever,3,3,6,,,,,,,,,,,3,3,6,97-104 living,98
CA,39,D000044,14616,Dannemeyer,William,Edwin,2,1,3,,,,,,,,2,1,3,,,,,"97, 98, 99, 100, 101, 102"
SD,1,D000064,14617,Daschle,Thomas,Andrew,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"97, 98, 99"
MI,11,D000131,14618,Davis,Robert,William,3,2,5,,,,,,,,3,2,5,,,,,"97, 98, 99, 100, 101, 102"
IN,8,D000183,14619,Deckard,Huey,Joel,1,0,1,,,,,,,,1,0,1,,,,,97
CA,28,D000373,14620,Dixon,Julian,Carey,0,1,1,,,,,,,,0,1,1,,,,,"97, 98, 99, 100, 101, 102"
CA,32,D000373,14620,Dixon,Julian,Carey,0,1,1,,0,1,1,,,,0,1,1,,,,,"103, 104, 105, 106"
PA,4,D000446,14622,Dougherty,Charles,Francis,0,0,0,,,,,,,,,,,0,0,0,97-104 living,97
MN,1,E000198,14623,Erdahl,Arlen,Ingolf,2,4,6,,,,,,,,,,,2,4,6,97-104 living,97
CA,4,F000053,14624,Fazio,Victor,Herbert,3,1,4,,3,1,4,,,,,,,,,,,"97, 98, 99, 100, 101, 102"
CA,3,F000053,14624,Fazio,Victor,Herbert,3,1,4,,3,1,4,,,,,,,,,,,"103, 104, 105"
NY,9,F000088,14625,Ferraro,Geraldine,Anne,2,1,3,,,,,,,,2,1,3,,,,,"97, 98"
TX,24,F000392,14626,Frost,Jonas,Martin,0,0,0,,3 stepdaughters,,,,,,,,,0,0,0,105-116 random sample,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108"
GA,6,G000225,14627,Gingrich,Newton,Leroy,2,0,2,,2,0,2,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105"
TX,6,G000365,14628,Gramm,William,Philip,0,2,2,,,,,,,,,,,0,2,2,97-104 living,98
PA,2,G000402,14629,Gray,William,Herbert,0,3,3,,,,,,,,0,3,3,,,,,"97, 98, 99, 100, 101, 102"
CA,33,G000480,14630,Grisham,Wayne,Richard,2,1,3,,,,,,,,2,1,3,,,,,97
NJ,14,G000511,14631,Guarini,Frank,Joseph,0,0,0,,0,0,0,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101, 102"
OH,3,H000074,14632,Hall,Tony,Patrick,1,0,1,,1,0,1,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
TX,19,H000144,14633,Hance,Kent,Ronald,1,1,2,,1,1,2,,,,,,,1,1,2,97-104 living,"97, 98"
MS,4,H000641,14634,Hinson,Jon,Clifton,0,0,0,,,,,,,,0,0,0,,,,,97
KY,6,H000776,14635,Hopkins,Larry,Jones,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"97, 98, 99, 100, 101, 102"
FL,1,H001018,14636,Hutto,Earl,Dewitt,2,0,2,,,,,,,,2,0,2,,,,,"97, 98, 99, 100, 101, 102, 103"
KS,2,J000074,14637,Jeffries,James,Edmund,0,0,0,,,,,,,,0,0,0,,,,,97
CO,3,K000304,14638,Kogovsek,Raymond,Peter,2,0,2,,,,,,,,2,0,2,,,,,"97, 98"
CO,5,K000322,14639,Kramer,Kenneth,Bentley,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99"
TX,11,L000180,14641,Leath,James,Marvin,0,1,1,,,,,,,,0,1,1,,,,,"97, 98, 99, 100, 101"
TX,18,L000237,14643,Leland,George,Thomas,0,2,2,,,,,,,,0,2,2,,,,,"97, 98, 99, 100, 101"
CA,37,L000274,14644,Lewis,Charles,Jeremy,2,5,7,,2,5,7,,,,2,5,7,2,5,7,diff child info,97
CA,35,L000274,14644,Lewis,Charles,Jeremy,2,5,7,,2,5,7,,,,2,5,7,2,5,7,diff child info,"98, 99, 100, 101, 102"
CA,40,L000274,14644,Lewis,Charles,Jeremy,2,5,7,,2,5,7,,,,2,5,7,2,5,7,diff child info,"103, 104, 105, 106, 107"
CA,41,L000274,14644,Lewis,Charles,Jeremy,2,5,7,,2,5,7,,,,2,5,7,2,5,7,diff child info,"108, 109, 110, 111, 112"
TX,21,L000396,14645,Loeffler,Thomas,Gilbert,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"97, 98, 99"
WA,7,L000486,14646,Lowry,Michael,Edward,1,0,1,,,,,,,,1,0,1,,,,,"97, 98, 99, 100"
CA,34,L000517,14647,Lungren,Daniel,Edward,2,1,3,,,,,2,1,3,,,,,,,,97
CA,42,L000517,14647,Lungren,Daniel,Edward,2,1,3,,,,,2,1,3,,,,,,,,"98, 99, 100"
CA,3,L000517,14647,Lungren,Daniel,Edward,2,1,3,,,,,2,1,3,,,,,,,,"109, 110, 111, 112"
FL,11,M000688,14648,Mica,Daniel,Andrew,2,2,4,,,,,,,,,,,2,2,4,97-104 living,97
FL,14,M000688,14648,Mica,Daniel,Andrew,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"98, 99, 100"
CA,3,M000249,14649,Matsui,Robert,T.,0,1,1,,0,1,1,,,,0,1,1,,,,,"97, 98, 99, 100, 101, 102"
CA,5,M000249,14649,Matsui,Robert,T.,0,1,1,,0,1,1,,,,0,1,1,,,,,"103, 104, 105, 106, 107, 108"
MA,6,M000264,14650,Mavroules,Nicholas,James,3,0,3,,,,,,,,3,0,3,,,,,"97, 98, 99, 100, 101, 102"
FL,9,N000032,14651,Nelson,Clarence,William,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
FL,11,N000032,14651,Nelson,Clarence,William,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101"
CT,5,R000067,14653,Ratchford,William,Richard,0,3,3,,,,,,,,0,3,3,,,,,"97, 98"
PA,15,R000277,14654,Ritter,Donald,Lawrence,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"97, 98, 99, 100, 101, 102"
WI,8,R000459,14655,Roth,Toby,A.,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"97, 98, 99, 100, 101, 102, 103, 104"
MN,5,S000005,14656,Sabo,Martin,Olav,2,0,2,,2,0,2,,,,2,0,2,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
WI,9,S000244,14657,Sensenbrenner,Frank,James,0,2,2,,0,2,2,0,2,2,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
