state,district,id,icpsr,last_name,first_name,middle_name,ngirls,nboys,nchildren,,washington_ngirls,washington_nboys,washington_nchild,costa_ngirls,costa_nboys,costa_nchild,oliver1_ngirls,oliver1_nboys,oliver1_nchild,oliver2_ngirls,oliver2_nboys,oliver2_nchild,oliver2_data_source,cong_served
NY,16,S000148,14858,Schumer,Charles,Ellis,2,0,2,,2,0,2,,,,,,,2,0,2,diff child info,97
NY,10,S000148,14858,Schumer,Charles,Ellis,2,0,2,,2,0,2,,,,,,,2,0,2,diff child info,"98, 99, 100, 101, 102"
NY,9,S000148,14858,Schumer,Charles,Ellis,2,0,2,,2,0,2,,,,,,,2,0,2,diff child info,"103, 104, 105"
OH,12,S000282,14859,Shamansky,Robert,Norton,0,0,0,,,,,,,,0,0,0,,,,,97
FL,12,S000303,14860,Shaw,Eugene,Clay,2,2,4,,,,,,,,2,2,4,,,,,97
FL,15,S000303,14860,Shaw,Eugene,Clay,2,2,4,,2,2,4,,,,2,2,4,,,,,"98, 99, 100, 101, 102"
FL,22,S000303,14860,Shaw,Eugene,Clay,2,2,4,,2,2,4,,,,2,2,4,,,,,"103, 104, 105, 106, 107, 108, 109"
NM,2,S000463,14861,Skeen,Joseph,Richard,1,1,2,,1,1,2,,,,1,1,2,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
AL,6,S000514,14862,Smith,Albert,Lee,2,1,3,,,,,,,,2,1,3,,,,,97
NJ,4,S000522,14863,Smith,Christopher,Henry,2,2,4,,2,2,4,1,2,3,,,,2,2,4,diff child info,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
NJ,4,S000522,14863,Smith,Christopher,Henry,2,2,4,,2,2,4,1,2,3,,,,2,2,4,117 (current reps),"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
OR,2,S000527,14864,Smith,Dennis,Alan,2,2,4,,,,,,,,,,,2,2,4,97-104 living,97
OR,5,S000527,14864,Smith,Dennis,Alan,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"98, 99, 100, 101"
WV,3,S000818,14865,Staton,David,Michael,3,1,4,,,,,,,,3,1,4,,,,,97
IL,1,W000180,14866,Washington,Harold,NA,0,0,0,,,,,,,,0,0,0,,,,,"97, 98"
OH,9,W000235,14867,Weber,Edward,Ford,3,2,5,,,,,,,,,,,3,2,5,97-104 living,97
MN,6,W000237,14868,Weber,John,Vincent,1,1,2,,,,,,,,,,,1,1,2,97-104 living,97
MN,2,W000237,14868,Weber,John,Vincent,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
VA,10,W000672,14869,Wolf,Frank,Rudolph,4,1,5,,4,1,5,4,1,5,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
NY,32,W000752,14870,Wortley,George,Cornelius,2,1,3,,,,,,,,2,1,3,,,,,97
NY,27,W000752,14870,Wortley,George,Cornelius,2,1,3,,,,,,,,2,1,3,,,,,"98, 99, 100"
OR,3,W000779,14871,Wyden,Ronald,Lee,3,2,5,,,,,,,,,,,3,2,5,97-104 living,"97, 98, 99, 100, 101, 102, 103, 104"
MI,4,S000409,14872,Siljander,Mark,Deli,3,1,4,,,,,,,,,,,3,1,4,97-104 living,"97, 98, 99"
MD,5,H000874,14873,Hoyer,Steny,Hamilton,3,0,3,,3,0,3,3,0,3,,,,3,0,3,117 (current reps),"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
MS,4,D000466,14874,Dowdy,Charles,Wayne,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"97, 98, 99, 100"
OH,4,O000163,14875,Oxley,Michael,Garver,0,1,1,,0,1,1,,,,0,1,1,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
PA,3,S000579,14876,Smith,Joseph,Francis,1,0,1,,,,,,,,,,,,,,,97
CT,1,K000118,14877,Kennelly,Barbara,Bailey,3,1,4,,3,1,4,,,,,,,,,,,"97, 98, 99, 100, 101, 102, 103, 104, 105"
OH,17,A000220,14878,Ashbrook,Jean,Spencer,3,0,3,,,,,,,,,,,3,0,3,97-104 living,97
CA,30,M000206,14879,Martinez,Matthew,G.,3,2,5,,3,2,5,,,,3,2,5,,,,,"97, 98, 99, 100, 101, 102"
CA,31,M000206,14879,Martinez,Matthew,G.,3,2,5,,3,2,5,,,,3,2,5,,,,,"103, 104, 105, 106"
IN,1,H000058,14880,Hall,Katie,Beatrice,2,0,2,,,,,,,,2,0,2,,,,,"97, 98"
NY,7,A000022,15000,Ackerman,Gary,Leonard,1,2,3,,1,2,3,1,2,3,,,,,,,,"98, 99, 100, 101, 102"
NY,5,A000022,15000,Ackerman,Gary,Leonard,1,2,3,,1,2,3,1,2,3,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
TX,25,A000209,15001,Andrews,Michael,Allen,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102, 103"
TX,3,B000204,15002,Bartlett,Harry,Stephen,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"98, 99, 100, 101, 102"
VA,1,B000229,15003,Bateman,Herbert,Harvell,1,1,2,,1,1,2,,,,1,1,2,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106"
CA,44,B000236,15004,Bates,Jim,NA,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"98, 99, 100, 101"
CA,26,B000410,15005,Berman,Howard,Lawrence,2,0,2,,2,0,2,2,0,2,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
CA,28,B000410,15005,Berman,Howard,Lawrence,2,0,2,,2,0,2,2,0,2,,,,,,,,"108, 109, 110, 111, 112"
FL,9,B000463,15006,Bilirakis,Michael,NA,0,2,2,,0,2,2,,,,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
NY,25,B000586,15007,Boehlert,Sherwood,Louis,2,0,2,,3,1,4,2 stepchildren,,,3,0,3,1,3,4,105-116 random sample,"98, 99, 100, 101, 102"
NY,23,B000586,15007,Boehlert,Sherwood,Louis,2,0,2,,3,1,4,,,,3,0,3,1,3,4,105-116 random sample,"103, 104, 105, 106, 107"
NY,24,B000586,15007,Boehlert,Sherwood,Louis,2,0,2,,3,1,4,2 stepchildren,,,3,0,3,1,3,4,105-116 random sample,"108, 109"
PA,3,B000644,15008,Borski,Robert,Anthony,4,1,5,,4,1,5,,,,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
CA,1,B000648,15009,Bosco,Douglas,Harry,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101"
VA,9,B000657,15010,Boucher,Frederick,C.,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
CA,6,B000711,15011,Boxer,Barbara,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
NC,6,B000845,15012,Britt,Charles,Robin,1,2,3,,,,,,,,,,,1,2,3,97-104 living,98
IN,6,B001149,15014,Burton,Danny,Lee,2,1,3,,2,1,3,2,1,3,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
IN,5,B001149,15014,Burton,Danny,Lee,2,1,3,,2,1,3,2,1,3,,,,,,,,"108, 109, 110, 111, 112"
DE,1,C000174,15015,Carper,Thomas,Richard,0,2,2,,,,,,,,,,,,,,,"98, 99, 100, 101, 102"
NC,11,C000462,15017,Clarke,James,McClure,0,1,1,son killed while in office,,,,,,,,,,,,,,"98, 100, 101"
TX,16,C000621,15018,Coleman,Ronald,D'Emory,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102, 103, 104"
TN,4,C000754,15019,Cooper,James,Hayes Shofner,1,2,3,,1,2,3,1,2,3,,,,1,2,3,117 (current reps),"98, 99, 100, 101, 102, 103"
TN,5,C000754,15019,Cooper,James,Hayes Shofner,1,2,3,,1,2,3,1,2,3,,,,1,2,3,117 (current reps),"108, 109, 110, 111, 112, 113, 114, 115, 116"
OH,7,D000294,15020,Dewine,Michael,NA,5,3,8,,,,,,,,,,,5,3,8,97-104 living,"98, 99, 100, 101"
IL,20,D000563,15021,Durbin,Richard,Joseph,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99, 100, 101, 102, 103, 104"
AL,6,E000201,15022,Erdreich,Ben,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
IL,17,E000250,15023,Evans,Lane,Allen,0,0,0,,0,0,0,,,,0,0,0,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
OH,19,F000059,15024,Feighan,Edward,Farrell,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"98, 99, 100, 101, 102"
PA,17,G000121,15026,Gekas,George,William,0,0,0,,0,0,0,,,,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
PA,11,H000269,15027,Harrison,Frank,Girard,0,0,0,,,,,,,,0,0,0,,,,,98
CT,6,J000163,15028,Johnson,Nancy,Lee,3,0,3,,3,0,3,,,,,,,3,0,3,105-116 random sample,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
CT,5,J000163,15028,Johnson,Nancy,Lee,3,0,3,,3,0,3,,,,,,,3,0,3,105-116 random sample,"108, 109"
OH,9,K000009,15029,Kaptur,Marcia,Carolyn,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
OH,9,K000009,15029,Kaptur,Marcia,Carolyn,0,0,0,,0,0,0,,,,,,,0,0,0,117 (current reps),"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
OH,12,K000016,15030,Kasich,John,Richard,2,0,2,,0,0,0,,,,,,,2,0,2,105-116 random sample,"98, 99, 100, 101, 102, 103, 104, 105, 106"
PA,4,K000307,15031,Kolter,Joseph,Paul,1,3,4,,,,,,,,1,3,4,,,,,"98, 99, 100, 101, 102"
CA,18,L000225,15032,Lehman,Richard,Henry,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102"
CA,19,L000225,15032,Lehman,Richard,Henry,0,0,0,,,,,,,,,,,0,0,0,97-104 living,103
MI,17,L000263,15033,Levin,Sander,Martin,2,2,4,,2,2,4,2,2,4,,,,,,,,"98, 99, 100, 101, 102"
MI,12,L000263,15033,Levin,Sander,Martin,2,2,4,,2,2,4,2,2,4,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
MI,9,L000263,15033,Levin,Sander,Martin,2,2,4,,2,2,4,2,2,4,,,,,,,,"113, 114, 115"
CA,27,L000264,15034,Levine,Meldon,Edises,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"98, 99, 100, 101, 102"
FL,12,L000295,15035,Lewis,Thomas,F.,1,2,3,,,,,,,,1,2,3,,,,,"98, 99, 100, 101, 102"
FL,16,L000295,15035,Lewis,Thomas,F.,1,2,3,,,,,,,,1,2,3,,,,,103
IL,5,L000342,15036,Lipinski,William,Oliver,1,1,2,,1,1,2,,,,,,,,,,,"98, 99, 100, 101, 102"
IL,3,L000342,15036,Lipinski,William,Oliver,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106, 107, 108"
FL,13,M000019,15037,Mack,Connie,NA,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"98, 99, 100"
FL,6,M000023,15038,MacKay,Kenneth,Hood,0,4,4,,,,,,,,,,,0,4,4,97-104 living,"98, 99, 100"
AZ,1,M000303,15039,McCain,John,Sidney,2,3,5,,,,,,,,2,3,5,,,,,"98, 99"
CA,37,M000306,15040,McCandless,Alfred,A.,1,1,2,,,,,,,,1,1,2,,,,,"98, 99, 100, 101, 102"
CA,44,M000306,15040,McCandless,Alfred,A.,1,1,2,,,,,,,,1,1,2,,,,,103
IN,8,M000342,15041,McCloskey,Francis,Xavier,1,1,2,,,,,,,,1,1,2,,,,,"98, 99, 100, 101, 102, 103"
ME,1,M000512,15042,McKernan,John,Rettie,0,1,1,,,,,,,,,,,0,1,1,97-104 living,"98, 99"
AZ,5,M000589,15043,McNulty,James,Francis,3,6,9,,,,,,,,3,6,9,,,,,98
WI,5,M000881,15044,Moody,Jim,NA,1,1,2,,,,,,,,1,1,2,,,,,"98, 99, 100, 101, 102"
CT,3,M000992,15045,Morrison,Bruce,Andrew,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101"
NY,3,M001057,15046,Mrazek,Robert,Jan,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
UT,3,N000106,15047,Nielson,Howard,Curtis,4,3,7,,,,,,,,4,3,7,,,,,"98, 99, 100, 101"
VA,6,O000069,15048,Olin,James,R.,3,2,5,,,,,,,,3,2,5,,,,,"98, 99, 100, 101, 102"
TX,27,O000107,15049,Ortiz,Solomon,P.,1,1,2,,1,1,2,1,1,2,,,,1,1,2,105-116 random sample,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
NY,12,O000159,15050,Owens,Major,Robert Odell,1,4,5,,1,4,5,,,,1,4,5,,,,,"98, 99, 100, 101, 102"
NY,11,O000159,15050,Owens,Major,Robert Odell,1,4,5,,1,4,5,,,,1,4,5,,,,,"103, 104, 105, 106, 107, 108, 109"
CA,43,P000005,15051,Packard,Ronald,C.,4,3,7,,4,3,7,,,,,,,,,,,"98, 99, 100, 101, 102"
CA,48,P000005,15051,Packard,Ronald,C.,4,3,7,,4,3,7,,,,,,,,,,,"103, 104, 105, 106"
MN,1,P000215,15052,Penny,Timothy,Joseph,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"98, 99, 100, 101, 102, 103"
GA,3,R000080,15053,Ray,Richard,Belmont,2,1,3,,,,,,,,2,1,3,,,,,"98, 99, 100, 101, 102"
NV,1,R000146,15054,Reid,Harry,NA,1,4,5,,,,,,,,,,,1,4,5,97-104 living,"98, 99"
NM,3,R000229,15055,Richardson,Bill,NA,1,1,2,,,,,,,,,,,1,1,2,missing child info,"98, 99, 100, 101, 102, 103, 104, 105"
PA,21,R000243,15056,Ridge,Thomas,Joseph,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102, 103"
GA,8,R000481,15057,Rowland,James,Roy,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99, 100, 101, 102, 103"
CO,6,S000109,15058,Schaefer,Daniel,NA,1,3,4,,1,3,4,,,,1,3,4,,,,,"98, 99, 100, 101, 102, 103, 104, 105"
MN,6,S000407,15059,Sikorski,Gerald,Edward,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"98, 99, 100, 101, 102"
VA,4,S000453,15060,Sisisky,Norman,NA,0,4,4,,0,4,4,,,,0,4,4,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107"
KS,2,S000477,15061,Slattery,James,Charles,0,2,2,,,,,,,,,,,0,2,2,97-104 living,"98, 99, 100, 101, 102, 103"
FL,16,S000586,15062,Smith,Lawrence,Jack,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"98, 99, 100, 101, 102"
OR,2,S000607,15063,Smith,Robert,Freeman,1,2,3,,1,2,3,,,,1,2,3,,,,,"98, 99, 100, 101, 102, 103, 105"
SC,5,S000749,15064,Spratt,John,McKee,3,0,3,,3,0,3,3,0,3,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
WV,2,S000779,15065,Staggers,Harley,Orrin,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99, 100, 101, 102"
TN,7,S001075,15066,Sundquist,Donald,Kenneth,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99, 100, 101, 102, 103"
SC,6,T000034,15068,Tallon,Robert,Mooneyhan,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102"
CA,34,T000316,15070,Torres,Esteban,Edward,4,1,5,,4,1,5,,,,,,,4,1,5,105-116 random sample,"98, 99, 100, 101, 102, 103, 104, 105"
NJ,9,T000317,15071,Torricelli,Robert,Guy,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102, 103, 104"
NY,11,T000326,15072,Towns,Edolphus,NA,1,1,2,,1,1,2,1,1,2,,,,,,,,"98, 99, 100, 101, 102"
NY,10,T000326,15072,Towns,Edolphus,NA,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110, 111, 112"
NC,2,V000006,15073,Valentine,Itimous,Thaddeus,1,3,4,,,,,,,,1,3,4,,,,,"98, 99, 100, 101, 102, 103"
TX,26,V000026,15074,Vandergriff,Tommy,Joe,2,1,3,,,,,,,,2,1,3,,,,,98
NV,2,V000124,15075,Vucanovich,Barbara,Farrell,2,2,4,,,,,,,,2,2,4,,,,,"98, 99, 100, 101, 102, 103, 104"
MO,5,W000326,15076,Wheat,Alan,Dupree,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"98, 99, 100, 101, 102, 103"
WV,3,W000654,15077,Wise,Robert,Ellsworth,1,1,2,,1,1,2,,,,,,,,,,,"98, 99, 100, 101, 102"
WV,2,W000654,15077,Wise,Robert,Ellsworth,1,1,2,,1,1,2,,,,,,,,,,,"103, 104, 105, 106"
CA,12,Z000014,15078,Zschau,Edwin,Van Wyck,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"98, 99"
IL,1,H000388,15079,Hayes,Charles,Arthur,2,0,2,,,,,,,,2,0,2,,,,,"98, 99, 100, 101, 102"
CA,5,B001158,15080,Burton,Sala,Galante,1,0,1,,,,,,,,1,0,1,,,,,"98, 99, 100"
GA,7,D000051,15081,Darden,George,NA,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"98, 99, 100, 101, 102, 103"
WI,4,K000259,15082,Kleczka,Gerald,Daniel,0,0,0,,0,0,0,,,,0,0,0,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108"
WV,1,M000844,15083,Mollohan,Alan,Bowlby,1,4,5,,1,4,5,1,4,5,,,,,,,,"98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
MA,5,A000226,15084,Atkins,Chester,Greenough,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"99, 100, 101, 102"
TX,6,B000213,15085,Barton,Joe,Linus,2,2,4,,2,1,3,3,3,6,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115"
MD,2,B000392,15086,Bentley,Helen,Delich,0,0,0,,,,,,,,0,0,0,,,,,"99, 100, 101, 102, 103"
TX,13,B000666,15087,Boulter,Eldon,Beau,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"99, 100"
IL,19,B000971,15088,Bruce,Terry,Lee,2,0,2,,,,,,,,,,,2,0,2,97-104 living,"99, 100, 101, 102"
TX,23,B001172,15089,Bustamante,Albert,G.,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"99, 100, 101, 102"
AL,1,C000052,15090,Callahan,Herbert,Leon,3,2,5,,1,4,5,,,,3,2,5,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107"
NC,4,C000555,15091,Cobey,William,Wilfred,1,1,2,,,,,,,,,,,1,1,2,97-104 living,99
NC,6,C000556,15092,Coble,Howard,NA,0,0,0,,0,0,0,,,,0,0,0,0,0,0,diff child info,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113"
TX,19,C000653,15093,Combest,Larry,Ed,1,1,2,,1,1,2,,,,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108"
TX,22,D000217,15094,Delay,Thomas,Dale,1,0,1,,1,0,1,,,,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
NY,20,D000359,15095,Dioguardi,Joseph,J.,1,0,1,,,,,,,,,,,1,0,1,97-104 living,"99, 100"
NY,30,E000033,15097,Eckert,Fred,J.,1,0,1,,,,,,,,,,,1,0,1,97-104 living,99
IL,13,F000049,15098,Fawell,Harris,W.,1,2,3,,1,2,3,,,,,,,,,,,"99, 100, 101, 102, 103, 104, 105"
NJ,11,G000025,15099,Gallo,Dean,Anderson,1,1,2,,,,,,,,1,1,2,,,,,"99, 100, 101, 102, 103"
TN,6,G000309,15100,Gordon,Barton,Jennings,1,0,1,,1,0,1,1,0,1,,,,1,0,1,diff child info,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
IL,22,G000400,15101,Gray,Kenneth,James,0,0,0,,,,,,,,0,0,0,,,,,"99, 100"
IL,14,G000499,15102,Grotberg,John,NA,2,1,3,,,,,,,,2,1,3,,,,,99
MI,5,H000514,15103,Henry,Paul,B.,2,1,3,,,,,,,,2,1,3,,,,,"99, 100, 101, 102"
MI,3,H000514,15103,Henry,Paul,B.,2,1,3,,,,,,,,2,1,3,,,,,103
PA,11,K000008,15104,Kanjorski,Paul,E.,1,0,1,,1,0,1,1,0,1,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
AZ,5,K000306,15105,Kolbe,James,Thomas,0,0,0,,0,0,0,,,,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107"
AZ,8,K000306,15105,Kolbe,James,Thomas,0,0,0,,0,0,0,,,,,,,,,,,"108, 109"
IA,5,L000305,15106,Lightfoot,James,Ross,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"99, 100, 101, 102"
IA,3,L000305,15106,Lightfoot,James,Ross,2,2,4,,,,,,,,,,,2,2,4,97-104 living,"103, 104"
NY,9,M000117,15107,Manton,Thomas,J.,2,2,4,,2,2,4,,,,2,2,4,,,,,"99, 100, 101, 102"
NY,7,M000117,15107,Manton,Thomas,J.,2,2,4,,2,2,4,,,,2,2,4,,,,,"103, 104, 105"
NC,9,M000566,15108,McMillan,John,Alexander,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"99, 100, 101, 102, 103"
KS,3,M000684,15109,Meyers,Jan,NA,1,1,2,,,,,,,,1,1,2,,,,,"99, 100, 101, 102, 103, 104"
WA,1,M000736,15110,Miller,John,Ripin,0,1,1,,,,,,,,0,1,1,,,,,"99, 100, 101, 102"
UT,2,M000860,15111,Monson,David,Smith,3,2,5,,,,,,,,,,,3,2,5,97-104 living,99
NJ,13,S000097,15112,Saxton,Hugh,James,1,1,2,,1,1,2,1,1,2,,,,,,,,"99, 100, 101, 102"
NJ,3,S000097,15112,Saxton,Hugh,James,1,1,2,,1,1,2,1,1,2,,,,,,,,"103, 104, 105, 106, 107, 108, 109, 110"
MI,10,S000143,15114,Schuette,Bill,NA,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"99, 100, 101"
VA,7,S000479,15115,Slaughter,Daniel,French,1,1,2,,,,,,,,1,1,2,,,,,"99, 100, 101, 102"
NH,1,S000606,15116,Smith,Robert,C.,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"99, 100, 101"
ID,2,S000785,15117,Stallings,Richard,Howard,1,2,3,,,,,,,,,,,1,2,3,97-104 living,"99, 100, 101, 102"
CO,3,S000991,15118,Strang,Michael,Lathrop,2,2,4,,,,,,,,2,2,4,,,,,99
TX,14,S001101,15119,Sweeney,David,McCann,3,1,4,,,,,,,,,,,3,1,4,97-104 living,"99, 100"
GA,4,S001122,15120,Swindall,Patrick,Lynn,5,2,7,,,,,,,,5,2,7,,,,,"99, 100"
OH,17,T000350,15121,Traficant,James,A.,2,0,2,,2,0,2,,,,2,0,2,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107"
AR,2,R000354,15122,Robinson,Tommy,Franklin,3,2,5,,,,,,,,,,,3,2,5,97-104 living,"99, 100"
CT,5,R000482,15123,Rowland,John,NA,2,0,2,,,,,,,,,,,2,0,2,97-104 living,"99, 100, 101"
IN,1,V000108,15124,Visclosky,Peter,NA,0,2,2,,0,2,2,0,2,2,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
TX,26,A000217,15125,Armey,Richard,Keith,1,4,5,,1,4,5,,,,,,,,,,,"99, 100, 101, 102, 103, 104, 105, 106, 107"
LA,8,L000411,15128,Long,Catherine,Small,1,1,2,,,,,,,,1,1,2,,,,,99
TX,1,C000312,15129,Chapman,Jim,NA,0,0,0,,,,,,,,,,,0,0,0,97-104 living,"99, 100, 101, 102, 103, 104"
SC,4,P000112,15171,Patterson,Elizabeth,J.,1,2,3,,,,,,,,1,2,3,,,,,"100, 101, 102"
NY,6,W000038,15244,Waldon,Alton,R.,1,2,3,,,,,,,,,,,1,2,3,97-104 living,99
HI,1,A000014,15245,Abercrombie,Neil,NA,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"99, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111"
LA,6,B000072,15401,Baker,Richard,Hugh,1,1,2,,1,1,2,1,1,2,,,,,,,,"100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110"
NC,10,B000104,15402,Ballenger,Cass,NA,3,0,3,,3,0,3,,,,3,0,3,,,,,"100, 101, 102, 103, 104, 105, 106, 107, 108"
NV,1,B000462,15403,Bilbray,James,Hubert,2,0,2,,,,,,,,,,,,,,,"100, 101, 102, 103"
ME,1,B000798,15404,Brennan,Joseph,Edward,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"100, 101"
MO,2,B001036,15405,Buechner,John,William,1,1,2,,,,,,,,1,1,2,,,,,"100, 101"
KY,4,B001066,15406,Bunning,James,Paul David,5,3,8,,5,4,9,,,,5,3,8,5,4,9,diff child info,"100, 101, 102, 103, 104, 105"
CO,3,C000077,15407,Campbell,Ben,Nighthorse,1,1,2,,,,,,,,,,,1,1,2,97-104 living,"100, 101, 102"
MD,3,C000141,15408,Cardin,Benjamin,Louis,1,1,2,,1,1,2,,,,,,,1,1,2,diff child info,"100, 101, 102, 103, 104, 105, 106, 107, 108, 109"
IL,4,D000106,15409,Davis,Jack,NA,2,1,3,,,,,,,,2,1,3,,,,,100
OR,4,D000191,15410,Defazio,Peter,Anthony,0,0,0,,0,0,0,,,,,,,0,0,0,diff child info,"100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
OR,4,D000191,15410,Defazio,Peter,Anthony,0,0,0,,0,0,0,,,,,,,,,,117 (current reps),"100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116"
MS,2,E000218,15411,Espy,Alphonso,Michael,1,3,4,,,,,,,,,,,1,3,4,97-104 living,"100, 101, 102, 103"
NY,6,F000184,15412,Flake,Floyd,Harold,2,2,4,,2,2,4,,,,,,,,,,,"100, 101, 102, 103, 104, 105"
CA,21,G000021,15413,Gallegly,Elton,W.,1,3,4,,1,3,4,1,3,4,,,,,,,,"100, 101, 102"
CA,23,G000021,15413,Gallegly,Elton,W.,1,3,4,,1,3,4,1,3,4,,,,,,,,"103, 104, 105, 106, 107"
CA,24,G000021,15413,Gallegly,Elton,W.,1,3,4,,1,3,4,1,3,4,,,,,,,,"108, 109, 110, 111, 112"
IA,6,G000371,15414,Grandy,Frederick,Lawrence,2,1,3,,,,,,,,,,,2,1,3,97-104 living,"100, 101, 102"
IA,5,G000371,15414,Grandy,Frederick,Lawrence,2,1,3,,,,,,,,,,,2,1,3,97-104 living,103
